LABEL,TEXT,URL,EMAIL,PHONE,LABEL_3WAY,is_synthetic,source,clean_text,char_len,word_count,digit_ratio,exclaim_count,special_ratio,has_url,has_phone,currency_count,urgency_count,sensitive_info_count,refund_scam_count,label_id
ham,आपके Amazon Pay वॉलेट में Rs.778 कैशबैक जमा हुआ है। आनंद लें!,,,,HAM,True,Synthetic_Hindi.csv,आपके amazon pay वॉलेट में rs.778 कैशबैक जमा हुआ है। आनंद लें!,61.0,12.0,0.04918032786885246,1.0,0.26229508196721313,0.0,0.0,1.0,0.0,0.0,0.0,0
spam,"Earn Rs.571,557 daily working from home. No investment needed. Reply YES to start.",,,,MARKETING_SPAM,True,Synthetic_English.csv,"earn rs.571,557 daily working from home. no investment needed. reply yes to start.",82.0,13.0,0.07317073170731707,0.0,0.06097560975609756,0.0,0.0,1.0,0.0,0.0,0.0,1
spam,हैदराबाद के लिए अपनी ड्रीम वेकेशन बेमिसाल कीमतों पर बुक करें। पैकेज के लिए कॉल करें +917792543770।,,,,MARKETING_SPAM,True,Synthetic_Hindi.csv,हैदराबाद के लिए अपनी ड्रीम वेकेशन बेमिसाल कीमतों पर बुक करें। पैकेज के लिए कॉल करें phonenumber ।,98.0,18.0,0.12244897959183673,0.0,0.29591836734693877,0.0,1.0,0.0,0.0,0.0,0.0,1
spam,"घरबसल्या रोज Rs.404,828 कमवा. कोणतीही गुंतवणूक नाही. सुरू करण्यासाठी YES रिप्लाय करा.",,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,"घरबसल्या रोज rs.404,828 कमवा. कोणतीही गुंतवणूक नाही. सुरू करण्यासाठी yes रिप्लाय करा.",85.0,12.0,0.07058823529411765,0.0,0.3176470588235294,0.0,0.0,1.0,0.0,0.0,0.0,1
ham,"Galti se Rs.9,488 bhej diye tumhe, koi baat nahi, rakh lo, agli baar dinner mein adjust kar lenge.",,,,HAM,True,Synthetic_Fraud2_Ham_Hinglish.csv,"galti se rs.9,488 bhej diye tumhe, koi baat nahi, rakh lo, agli baar dinner mein adjust kar lenge.",98.0,18.0,0.04081632653061224,0.0,0.061224489795918366,0.0,0.0,1.0,0.0,0.0,1.0,0
Smishing,Your Mobikwik account is temporarily locked. Verify your identity to unlock: http://refund-claim.online/srkg7,,,,SMISHING,True,Synthetic_English.csv,your mobikwik account is temporarily locked. verify your identity to unlock: refund claim online srkg7,109.0,15.0,0.009174311926605505,0.0,0.07339449541284404,1.0,0.0,0.0,0.0,0.0,0.0,2
ham,"प्रिय ग्राहक, आपके ICICI Bank खाते से 01-08-2025 को Rs.993,228 डेबिट हुए हैं। उपलब्ध शेष: Rs.96,694।",,,,HAM,True,Synthetic_Hindi.csv,"प्रिय ग्राहक, आपके icici bank खाते से phonenumber को rs.993,228 डेबिट हुए हैं। उपलब्ध शेष: rs.96,694।",100.0,16.0,0.19,0.0,0.26,0.0,1.0,2.0,0.0,0.0,0.0,0
Smishing,Yes Bank अलर्ट: आपके खाते में असामान्य लॉगिन का पता चला है। अभी इसे सुरक्षित करें: http://tinyurl.com/ybg66TF,,,,SMISHING,True,Synthetic_Hindi.csv,yes bank अलर्ट: आपके खाते में असामान्य लॉगिन का पता चला है। अभी इसे सुरक्षित करें: tinyurl com ybg66tf,109.0,19.0,0.01834862385321101,0.0,0.27522935779816515,1.0,0.0,0.0,0.0,0.0,0.0,2
spam,तुमचे ज्योतिष वाचन सांगते मोठे बदल येणार आहेत! मोफत सल्ल्यासाठी कॉल करा +916600988624.,,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,तुमचे ज्योतिष वाचन सांगते मोठे बदल येणार आहेत! मोफत सल्ल्यासाठी कॉल करा phonenumber .,86.0,14.0,0.13953488372093023,1.0,0.29069767441860467,0.0,1.0,0.0,0.0,0.0,0.0,1
spam,"Badhai ho! Aap Rs.11,090 ke pre-approved loan ke liye qualify karte hain. Abhi APPLY reply karein.",,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,"badhai ho! aap rs.11,090 ke pre-approved loan ke liye qualify karte hain. abhi apply reply karein.",98.0,16.0,0.05102040816326531,1.0,0.061224489795918366,0.0,0.0,1.0,0.0,0.0,0.0,1
spam,"Congratulations! You qualify for a pre-approved loan of Rs.1,009. Reply APPLY now.",,,,MARKETING_SPAM,True,Synthetic_English.csv,"congratulations! you qualify for a pre-approved loan of rs.1,009. reply apply now.",82.0,12.0,0.04878048780487805,1.0,0.07317073170731707,0.0,0.0,1.0,0.0,0.0,0.0,1
Smishing,"प्रिय उपयोगकर्ता, आपकी Paytm केवाईसी समाप्त हो गई है। अभी अपडेट करें वरना वॉलेट ब्लॉक हो जाएगा: http://parcel-redelivery.xyz/bi29z",,,,SMISHING,True,Synthetic_Hindi.csv,"प्रिय उपयोगकर्ता, आपकी paytm केवाईसी समाप्त हो गई है। अभी अपडेट करें वरना वॉलेट ब्लॉक हो जाएगा: parcel redelivery xyz bi29z",130.0,21.0,0.015384615384615385,0.0,0.26153846153846155,1.0,0.0,0.0,2.0,0.0,0.0,2
ham,"Aapka Vi bill payment Rs.306,715 ka successful hua hai. Dhanyavad.",,,,HAM,True,Synthetic_Hinglish.csv,"aapka vi bill payment rs.306,715 ka successful hua hai. dhanyavad.",66.0,10.0,0.09090909090909091,0.0,0.06060606060606061,0.0,0.0,1.0,0.0,0.0,0.0,0
spam,"3 dosto ko refer karke Rs.1,613 ka free recharge paayein. Abhi REFER reply karein.",,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,"3 dosto ko refer karke rs.1,613 ka free recharge paayein. abhi refer reply karein.",82.0,14.0,0.06097560975609756,0.0,0.04878048780487805,0.0,0.0,1.0,0.0,0.0,0.0,1
ham,"Aapka insurance premium payment Rs.97,120 ka successful raha, dhanyavad.",,,,HAM,True,Synthetic_Fraud_Ham_Hinglish.csv,"aapka insurance premium payment rs.97,120 ka successful raha, dhanyavad.",72.0,9.0,0.06944444444444445,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,0.0,0.0,0
spam,घरबसल्या रोज Rs.72 कमवा. कोणतीही गुंतवणूक नाही. सुरू करण्यासाठी YES रिप्लाय करा.,,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,घरबसल्या रोज rs.72 कमवा. कोणतीही गुंतवणूक नाही. सुरू करण्यासाठी yes रिप्लाय करा.,80.0,12.0,0.025,0.0,0.325,0.0,0.0,1.0,0.0,0.0,0.0,1
spam,"Badhai ho! Aap Rs.6,366 ke pre-approved loan ke liye qualify karte hain. Abhi APPLY reply karein.",,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,"badhai ho! aap rs.6,366 ke pre-approved loan ke liye qualify karte hain. abhi apply reply karein.",97.0,16.0,0.041237113402061855,1.0,0.061855670103092786,0.0,0.0,1.0,0.0,0.0,0.0,1
Smishing,"तुमची Meesho मध्ये Rs.870,826/महिना पगाराच्या नोकरीसाठी निवड झाली आहे. आत्ताच नोंदणी करा: http://account-verify24.xyz/cos11",,,,SMISHING,True,Synthetic_Marathi.csv,"तुमची meesho मध्ये rs.870,826/महिना पगाराच्या नोकरीसाठी निवड झाली आहे. आत्ताच नोंदणी करा: account verify24 xyz cos11",123.0,16.0,0.08130081300813008,0.0,0.2845528455284553,1.0,0.0,1.0,0.0,0.0,0.0,2
spam,"3 dosto ko refer karke Rs.63,149 ka free recharge paayein. Abhi REFER reply karein.",,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,"3 dosto ko refer karke rs.63,149 ka free recharge paayein. abhi refer reply karein.",83.0,14.0,0.07228915662650602,0.0,0.04819277108433735,0.0,0.0,1.0,0.0,0.0,0.0,1
ham,आपका Shadowfax पार्सल डिलीवरी के लिए निकल चुका है और आज 12:07 PM तक पहुंच जाएगा।,,,,HAM,True,Synthetic_Hindi.csv,आपका shadowfax पार्सल डिलीवरी के लिए निकल चुका है और आज 12:07 pm तक पहुंच जाएगा।,80.0,16.0,0.05,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0
ham,"Mom, I'll be home by 4:08 AM, don't wait for dinner.",,,,HAM,True,Synthetic_English.csv,"mom, i'll be home by 4:08 am, don't wait for dinner.",52.0,11.0,0.057692307692307696,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0
ham,आपके Paytm वॉलेट में Rs.102 कैशबैक जमा हुआ है। आनंद लें!,,,,HAM,True,Synthetic_Hindi.csv,आपके paytm वॉलेट में rs.102 कैशबैक जमा हुआ है। आनंद लें!,56.0,11.0,0.05357142857142857,1.0,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0
spam,Post Matric Scholarship: Your scholarship benefit of Rs.717 is ready for transfer. Submit your bank passbook details to receive it.,,,,SMISHING,True,Synthetic_Fraud_Spam_English.csv,post matric scholarship: your scholarship benefit of rs.717 is ready for transfer. submit your bank passbook details to receive it.,131.0,20.0,0.022900763358778626,0.0,0.030534351145038167,0.0,0.0,1.0,1.0,3.0,0.0,2
ham,"Say this slowly.? GOD,I LOVE YOU and I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people, u c miracle tomorrow..",No,No,No,HAM,False,Dataset_5971_real,"say this slowly.? god,i love you and i need you,clean my heart with your blood send this to ten special people, u c miracle tomorrow..",134.0,25.0,0.0,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,0.0,0.0,0
spam,"झिरो वार्षिक शुल्क असलेले मोफत क्रेडिट कार्ड मिळवा. आत्ताच अर्ज करा आणि Rs.3,407 वेलकम बोनस मिळवा. Email: xbitjfh@yahoo.com",,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,"झिरो वार्षिक शुल्क असलेले मोफत क्रेडिट कार्ड मिळवा. आत्ताच अर्ज करा आणि rs.3,407 वेलकम बोनस मिळवा. email: xbitjfh@ yahoo com",123.0,20.0,0.032520325203252036,0.0,0.2682926829268293,1.0,0.0,1.0,0.0,0.0,0.0,1
spam,औरंगाबाद साठी तुमची स्वप्नातील सुट्टी अविश्वसनीय किमतीत बुक करा. पॅकेजसाठी कॉल करा +917505604573.,,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,औरंगाबाद साठी तुमची स्वप्नातील सुट्टी अविश्वसनीय किमतीत बुक करा. पॅकेजसाठी कॉल करा phonenumber .,97.0,14.0,0.12371134020618557,0.0,0.30927835051546393,0.0,1.0,0.0,0.0,0.0,0.0,1
ham,आपका Bank of Baroda ई-स्टेटमेंट December के लिए उपलब्ध है: https://porter.in/booking/5aZsc4,,,,HAM,True,Synthetic_Ham_URL_Hindi.csv,आपका bank of baroda ई-स्टेटमेंट december के लिए उपलब्ध है: porter in booking 5azsc4,91.0,14.0,0.02197802197802198,0.0,0.18681318681318682,1.0,0.0,0.0,0.0,0.0,0.0,0
Smishing,"आपका पार्सल डिलीवर नहीं हो सका। Rs.717,303 शिपिंग शुल्क भुगतान करके पुनर्निर्धारित करें: http://cutt.ly/yhBqGFZ",,,,SMISHING,True,Synthetic_Hindi.csv,"आपका पार्सल डिलीवर नहीं हो सका। rs.717,303 शिपिंग शुल्क भुगतान करके पुनर्निर्धारित करें: cutt ly yhbqgfz",111.0,16.0,0.05405405405405406,0.0,0.3063063063063063,1.0,0.0,1.0,0.0,0.0,0.0,2
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,No,No,No,MARKETING_SPAM,False,Dataset_5971_real,sorry! u can not unsubscribe yet. the mob offer package has a min term of 54 weeks> pls resubmit request after expiry. reply themob help 4 more info,148.0,28.0,0.02027027027027027,1.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,1
spam,"Earn Rs.62,521 daily working from home. No investment needed. Reply YES to start.",,,,MARKETING_SPAM,True,Synthetic_English.csv,"earn rs.62,521 daily working from home. no investment needed. reply yes to start.",81.0,13.0,0.06172839506172839,0.0,0.06172839506172839,0.0,0.0,1.0,0.0,0.0,0.0,1
spam,"Ghar baithe roz Rs.65,114 kamayein. Koi investment nahi. Shuru karne ke liye YES reply karein.",,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,"ghar baithe roz rs.65,114 kamayein. koi investment nahi. shuru karne ke liye yes reply karein.",94.0,15.0,0.05319148936170213,0.0,0.05319148936170213,0.0,0.0,1.0,0.0,0.0,0.0,1
spam,"हाय, मुझे लगता है मैंने किसी और को भुगतान करते समय गलती से आपको Rs.3,762 भेज दिए। कृपया rjupuqnb25@ibl पर वापस भेजें, धन्यवाद।",,,,SMISHING,True,Synthetic_Fraud_Spam_Hindi.csv,"हाय, मुझे लगता है मैंने किसी और को भुगतान करते समय गलती से आपको rs.3,762 भेज दिए। कृपया rjupuqnb25@ibl पर वापस भेजें, धन्यवाद।",126.0,23.0,0.047619047619047616,0.0,0.2698412698412698,0.0,0.0,1.0,0.0,0.0,2.0,2
spam,तुमच्या आवडत्या स्टोअरवर नवीन सेल आला आहे. कोड FKTC38 ने 15% सूट मिळवा.,,,,MARKETING_SPAM,True,Synthetic_Extra_SoftSpam_Marathi.csv,तुमच्या आवडत्या स्टोअरवर नवीन सेल आला आहे. कोड fktc38 ने 15% सूट मिळवा.,71.0,13.0,0.056338028169014086,0.0,0.2676056338028169,0.0,0.0,0.0,0.0,0.0,0.0,1
spam,"झिरो वार्षिक शुल्क असलेले मोफत क्रेडिट कार्ड मिळवा. आत्ताच अर्ज करा आणि Rs.6,792 वेलकम बोनस मिळवा.",,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,"झिरो वार्षिक शुल्क असलेले मोफत क्रेडिट कार्ड मिळवा. आत्ताच अर्ज करा आणि rs.6,792 वेलकम बोनस मिळवा.",98.0,16.0,0.04081632653061224,0.0,0.30612244897959184,0.0,0.0,1.0,0.0,0.0,0.0,1
Smishing,"Your India Post parcel is on hold due to unpaid customs fee of Rs.602,182. Pay now: http://secure-login-update.net/h7vbn",,,,SMISHING,True,Synthetic_English.csv,"your india post parcel is on hold due to unpaid customs fee of rs.602,182. pay now: secure login update net h7vbn",120.0,21.0,0.058333333333333334,0.0,0.09166666666666666,1.0,0.0,1.0,0.0,0.0,0.0,2
Smishing,"Aapka India Post parcel customs fee Rs.910,031 bakaya hone ki wajah se hold par hai. Abhi pay karein: http://paytm-kyc-update.co/m5jnc",,,,SMISHING,True,Synthetic_Hinglish.csv,"aapka india post parcel customs fee rs.910,031 bakaya hone ki wajah se hold par hai. abhi pay karein: paytm kyc update co m5jnc",134.0,23.0,0.05223880597014925,0.0,0.08208955223880597,1.0,0.0,1.0,1.0,0.0,0.0,2
ham,Myntra से खरीदारी करने के लिए धन्यवाद। आपका ऑर्डर #1NSR4TDX शिप हो चुका है।,,,,HAM,True,Synthetic_Hindi.csv,myntra से खरीदारी करने के लिए धन्यवाद। आपका ऑर्डर #1nsr4tdx शिप हो चुका है।,75.0,14.0,0.02666666666666667,0.0,0.25333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0
ham,Hey you around? I've got enough for a half + the ten I owe you,No,No,No,HAM,False,Dataset_5971_real,hey you around? i've got enough for a half + the ten i owe you,62.0,15.0,0.0,0.0,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0
Smishing,"Aapko Myntra mein Rs.88,680/month salary wali job ke liye select kiya gaya hai. Abhi register karein: http://paytm-kyc-update.co/tabzn",,,,SMISHING,True,Synthetic_Hinglish.csv,"aapko myntra mein rs.88,680/month salary wali job ke liye select kiya gaya hai. abhi register karein: paytm kyc update co tabzn",134.0,21.0,0.03731343283582089,0.0,0.08955223880597014,1.0,0.0,1.0,1.0,0.0,0.0,2
ham,Swiggy कडून खरेदी केल्याबद्दल धन्यवाद. तुमची ऑर्डर #PKJ3MM74 पाठवण्यात आली आहे.,,,,HAM,True,Synthetic_Marathi.csv,swiggy कडून खरेदी केल्याबद्दल धन्यवाद. तुमची ऑर्डर #pkj3mm74 पाठवण्यात आली आहे.,79.0,11.0,0.0379746835443038,0.0,0.25316455696202533,0.0,0.0,0.0,0.0,0.0,0.0,0
spam,सिर्फ Rs.968/माह में एक्सक्लूसिव इंश्योरेंस प्लान। अपने परिवार को सुरक्षित करें। कॉल करें +917591253947।,,,,MARKETING_SPAM,True,Synthetic_Hindi.csv,सिर्फ rs.968/माह में एक्सक्लूसिव इंश्योरेंस प्लान। अपने परिवार को सुरक्षित करें। कॉल करें phonenumber ।,104.0,15.0,0.14423076923076922,0.0,0.3269230769230769,0.0,1.0,1.0,0.0,0.0,0.0,1
ham,आपका Vi बिल भुगतान Rs.266 सफल रहा। हमारी सेवाओं का उपयोग करने के लिए धन्यवाद।,,,,HAM,True,Synthetic_Hindi.csv,आपका vi बिल भुगतान rs.266 सफल रहा। हमारी सेवाओं का उपयोग करने के लिए धन्यवाद।,77.0,15.0,0.03896103896103896,0.0,0.2597402597402597,0.0,0.0,1.0,0.0,0.0,0.0,0
ham,तुमची Ajio ऑर्डर #TPJF7KW9 डिलिव्हरीसाठी निघाली आहे. ट्रॅक करा: https://redbus.in/booking/V3gHny,,,,HAM,True,Synthetic_Ham_URL_Marathi.csv,तुमची ajio ऑर्डर #tpjf7kw9 डिलिव्हरीसाठी निघाली आहे. ट्रॅक करा: redbus in booking v3ghny,96.0,13.0,0.03125,0.0,0.2604166666666667,1.0,0.0,0.0,0.0,0.0,0.0,0
spam,"झिरो वार्षिक शुल्क असलेले मोफत क्रेडिट कार्ड मिळवा. आत्ताच अर्ज करा आणि Rs.6,638 वेलकम बोनस मिळवा.",,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,"झिरो वार्षिक शुल्क असलेले मोफत क्रेडिट कार्ड मिळवा. आत्ताच अर्ज करा आणि rs.6,638 वेलकम बोनस मिळवा.",98.0,16.0,0.04081632653061224,0.0,0.30612244897959184,0.0,0.0,1.0,0.0,0.0,0.0,1
spam,तुमच्या आवडत्या स्टोअरवर नवीन सेल आला आहे. कोड GTUJ14 ने 50% सूट मिळवा.,,,,MARKETING_SPAM,True,Synthetic_Extra_SoftSpam_Marathi.csv,तुमच्या आवडत्या स्टोअरवर नवीन सेल आला आहे. कोड gtuj14 ने 50% सूट मिळवा.,71.0,13.0,0.056338028169014086,0.0,0.2676056338028169,0.0,0.0,0.0,0.0,0.0,0.0,1
ham,"तुमच्या PhonePe वॉलेटमध्ये Rs.8,069 कॅशबॅक जमा झाले आहे. आनंद घ्या!",,,,HAM,True,Synthetic_Marathi.csv,"तुमच्या phonepe वॉलेटमध्ये rs.8,069 कॅशबॅक जमा झाले आहे. आनंद घ्या!",67.0,10.0,0.05970149253731343,1.0,0.29850746268656714,0.0,0.0,1.0,0.0,0.0,0.0,0
spam,"Jio ke Rs.4,756 recharge ke saath 2 free movie tickets paayein, sirf is hafte.",,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,"jio ke rs.4,756 recharge ke saath 2 free movie tickets paayein, sirf is hafte.",78.0,14.0,0.0641025641025641,0.0,0.05128205128205128,0.0,0.0,1.0,0.0,0.0,0.0,1
ham,"आपका October का बिजली बिल Rs.7,750 सफलतापूर्वक भुगतान हो गया है। धन्यवाद।",,,,HAM,True,Synthetic_Hindi.csv,"आपका october का बिजली बिल rs.7,750 सफलतापूर्वक भुगतान हो गया है। धन्यवाद।",73.0,12.0,0.0547945205479452,0.0,0.2602739726027397,0.0,0.0,1.0,0.0,0.0,0.0,0
Smishing,आपका सिम कार्ड 24 घंटे में ब्लॉक हो जाएगा। अभी अपनी Jio केवाईसी अपडेट करें: http://cutt.ly/n4FA8ay,,,,SMISHING,True,Synthetic_Hindi.csv,आपका सिम कार्ड 24 घंटे में ब्लॉक हो जाएगा। अभी अपनी jio केवाईसी अपडेट करें: cutt ly n4fa8ay,98.0,18.0,0.04081632653061224,0.0,0.2857142857142857,1.0,0.0,0.0,2.0,0.0,0.0,2
ham,"अरे प्रीती, आपण आज 1:54 PM वाजता जेवणासाठी भेटतोय का?",,,,HAM,True,Synthetic_Marathi.csv,"अरे प्रीती, आपण आज 1:54 pm वाजता जेवणासाठी भेटतोय का?",53.0,10.0,0.05660377358490566,0.0,0.3018867924528302,0.0,0.0,0.0,0.0,0.0,0.0,0
ham,Amazon ke saath aapki booking 13-10-2026 ke liye confirm ho gayi hai. PNR: ULP1PGQ6.,,,,HAM,True,Synthetic_Hinglish.csv,amazon ke saath aapki booking phonenumber ke liye confirm ho gayi hai. pnr: ulp1pgq6.,84.0,14.0,0.11904761904761904,0.0,0.05952380952380952,0.0,1.0,0.0,0.0,0.0,0.0,0
ham,"redBus: Book now and get 70% off your next trip, valid till 23-08-2025. Details: https://redbus.in/offers/jZMs7W",,,,HAM,True,Synthetic_PromoLegit_Ham_English.csv,"redbus: book now and get 70% off your next trip, valid till phonenumber . details: redbus in offers jzms7w",112.0,19.0,0.09821428571428571,0.0,0.11607142857142858,1.0,1.0,0.0,0.0,0.0,0.0,0
ham,Reminder: Dr. Karan ke saath aapki appointment 25-05-2026 ko 3:21 PM baje hai. 10 minute pehle pahunchein.,,,,HAM,True,Synthetic_Hinglish.csv,reminder: dr. karan ke saath aapki appointment phonenumber ko 3:21 pm baje hai. 10 minute pehle pahunchein.,106.0,17.0,0.12264150943396226,0.0,0.0660377358490566,0.0,1.0,0.0,0.0,0.0,0.0,0
Smishing,Your Amazon Pay account is temporarily locked. Verify your identity to unlock: http://cutt.ly/jikrlJj,,,,SMISHING,True,Synthetic_English.csv,your amazon pay account is temporarily locked. verify your identity to unlock: cutt ly jikrljj,101.0,15.0,0.0,0.0,0.06930693069306931,1.0,0.0,0.0,0.0,0.0,0.0,2
spam,"Exclusive insurance plan for just Rs.8,241/month. Cover your family today. Call +919675709927 to know more.",,,,MARKETING_SPAM,True,Synthetic_English.csv,"exclusive insurance plan for just rs.8,241/month. cover your family today. call phonenumber to know more.",107.0,15.0,0.14953271028037382,0.0,0.06542056074766354,0.0,1.0,1.0,0.0,0.0,0.0,1
ham,"Your electricity bill of Rs.3,561 for March has been paid successfully. Thank you.",,,,HAM,True,Synthetic_English.csv,"your electricity bill of rs.3,561 for march has been paid successfully. thank you.",82.0,13.0,0.04878048780487805,0.0,0.04878048780487805,0.0,0.0,1.0,0.0,0.0,0.0,0
spam,मर्यादित काळाची ऑफर! कमीत कमी कागदपत्रांसह Rs.738 पर्यंतचे इन्स्टंट पर्सनल लोन मिळवा. आजच अर्ज करा.,,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,मर्यादित काळाची ऑफर! कमीत कमी कागदपत्रांसह rs.738 पर्यंतचे इन्स्टंट पर्सनल लोन मिळवा. आजच अर्ज करा.,99.0,15.0,0.030303030303030304,1.0,0.2828282828282828,0.0,0.0,1.0,0.0,0.0,0.0,1
Smishing,IndusInd Bank अलर्ट: तुमच्या खात्यात असामान्य लॉगिन आढळले आहे. आत्ताच सुरक्षित करा: http://refund-claim.online/0w0wb,,,,SMISHING,True,Synthetic_Marathi.csv,indusind bank अलर्ट: तुमच्या खात्यात असामान्य लॉगिन आढळले आहे. आत्ताच सुरक्षित करा: refund claim online 0w0wb,116.0,16.0,0.017241379310344827,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,2
Smishing,Aapka electricity connection aaj raat bakaya bill ki wajah se disconnect ho jayega. Turant pay karein: http://cutt.ly/x86CZBo,,,,SMISHING,True,Synthetic_Hinglish.csv,aapka electricity connection aaj raat bakaya bill ki wajah se disconnect ho jayega. turant pay karein: cutt ly x86czbo,125.0,19.0,0.016,0.0,0.056,1.0,0.0,0.0,0.0,0.0,0.0,2
ham,What does the dance river do?,No,No,No,HAM,False,Dataset_5971_real,what does the dance river do?,29.0,6.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0
Smishing,"Rs.2,574 ka Income Tax Refund pending hai. 05-02-2026 se pehle claim karne ke liye http://cutt.ly/ZjgzHwB par click karein.",,,,SMISHING,True,Synthetic_Hinglish.csv,"rs.2,574 ka income tax refund pending hai. phonenumber se pehle claim karne ke liye cutt ly zjgzhwb par click karein.",123.0,20.0,0.0975609756097561,0.0,0.08943089430894309,1.0,1.0,1.0,0.0,0.0,0.0,2
ham,आपका Xpressbees पार्सल (ट्रैकिंग आईडी 8337657806) आज 11:33 PM बजे डिलीवर हो गया है। धन्यवाद।,,,,HAM,True,Synthetic_Hindi.csv,आपका xpressbees पार्सल (ट्रैकिंग आईडी phonenumber ) आज 11:33 pm बजे डिलीवर हो गया है। धन्यवाद।,92.0,16.0,0.15217391304347827,0.0,0.22826086956521738,0.0,1.0,0.0,0.0,0.0,0.0,0
ham,"Your Amazon Pay wallet has been credited with Rs.9,887 cashback. Enjoy your rewards!",,,,HAM,True,Synthetic_English.csv,"your amazon pay wallet has been credited with rs.9,887 cashback. enjoy your rewards!",84.0,13.0,0.047619047619047616,1.0,0.047619047619047616,0.0,0.0,1.0,0.0,0.0,0.0,0
Smishing,"प्रिय ग्राहक, आपका SBI खाता आज ब्लॉक हो जाएगा। तुरंत केवाईसी अपडेट करें: http://secure-login-update.net/cugfo",,,,SMISHING,True,Synthetic_Hindi.csv,"प्रिय ग्राहक, आपका sbi खाता आज ब्लॉक हो जाएगा। तुरंत केवाईसी अपडेट करें: secure login update net cugfo",109.0,18.0,0.0,0.0,0.27522935779816515,1.0,0.0,0.0,3.0,0.0,0.0,2
spam,Get 2 free movie tickets with your BSNL recharge of Rs.733 this week only.,,,,MARKETING_SPAM,True,Synthetic_English.csv,get 2 free movie tickets with your bsnl recharge of rs.733 this week only.,74.0,14.0,0.05405405405405406,0.0,0.02702702702702703,0.0,0.0,1.0,0.0,0.0,0.0,1
ham,Aapka loan EMI Rs.902 ka aaj successfully auto-debit ho gaya.,,,,HAM,True,Synthetic_Fraud_Ham_Hinglish.csv,aapka loan emi rs.902 ka aaj successfully auto-debit ho gaya.,61.0,10.0,0.04918032786885246,0.0,0.04918032786885246,0.0,0.0,1.0,0.0,0.0,0.0,0
ham,Your Disney+ Hotstar plan benefit ends today. Renew before midnight to avoid losing your extra data: https://hotstar.com/subscribe/fW7bYb,,,,HAM,True,Synthetic_PromoLegit_Ham_English.csv,your disney+ hotstar plan benefit ends today. renew before midnight to avoid losing your extra data: hotstar com subscribe fw7byb,137.0,20.0,0.0072992700729927005,0.0,0.06569343065693431,1.0,0.0,0.0,0.0,0.0,0.0,0
spam,"3 मित्रांना रेफर करून Rs.868,237 चा मोफत रिचार्ज मिळवा. आत्ताच REFER रिप्लाय करा.",,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,"3 मित्रांना रेफर करून rs.868,237 चा मोफत रिचार्ज मिळवा. आत्ताच refer रिप्लाय करा.",81.0,13.0,0.08641975308641975,0.0,0.2962962962962963,0.0,0.0,1.0,0.0,0.0,0.0,1
ham,"धन्यवाद, आपका Broadband भुगतान Rs.8,472 का प्राप्त हो गया है और कनेक्शन सक्रिय है।",,,,HAM,True,Synthetic_Fraud_Ham_Hindi.csv,"धन्यवाद, आपका broadband भुगतान rs.8,472 का प्राप्त हो गया है और कनेक्शन सक्रिय है।",82.0,14.0,0.04878048780487805,0.0,0.25609756097560976,0.0,0.0,1.0,0.0,0.0,0.0,0
ham,"आपका September का बिजली बिल Rs.2,296 सफलतापूर्वक भुगतान हो गया है। धन्यवाद।",,,,HAM,True,Synthetic_Hindi.csv,"आपका september का बिजली बिल rs.2,296 सफलतापूर्वक भुगतान हो गया है। धन्यवाद।",75.0,12.0,0.05333333333333334,0.0,0.25333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0
