text,category,language,sub_category,source
Axis Bank: Periodic KYC update reminder for A/C <ACCT>. Visit nearest Axis Bank branch with original Aadhaar and PAN card.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Paytm Payments Bank: Complete your Min-KYC to Full-KYC via in-person verification at authorized Paytm KYC Point or schedule home visit.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Airtel Payments Bank: Your wallet KYC validity expires on 15-Sep. Complete Video-KYC in Airtel Thanks App to continue transactions.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Bank of India: Re-KYC is mandatory for dormant account <ACCT>. Submit recent utility bill and ID proof at home branch.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"Central Bank of India: Dear Customer, please update your KYC documents at your home branch as per RBI Master Direction. - CBI",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"Punjab National Bank: PNB customer, ensure your Re-KYC is completed before 30-Sep at branch to avoid operational freeze on A/C <ACCT>.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
IDFC Bank Alert: Video KYC for your Savings Account opening is scheduled at 03:30 PM. Keep PAN Card ready. Bank never requests OTP.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
IndusInd Bank: Your Re-KYC document verification is completed successfully for A/C <ACCT>. Thank you for your cooperation.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
HDFC Bank: KYC status for account <ACCT> is ACTIVE. No further documentation required at this time. Warm Regards.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
SBI Card Alert: Update your current communication address for Card <ACCT> by uploading valid OVD on sbicard.com.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"Bank of Baroda: As per PMLA guidelines, Re-KYC updation is due for A/C <ACCT>. Visit nearest BoB branch with KYC documents.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"Dear Customer, as per RBI directives, please update your Periodic KYC at your home branch or online via official portal https://netbanking.hdfcbank.com. Do not share OTP/password with anyone.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"SBI Alert: Your account KYC is due for update. Please submit self-attested ID proof at nearest SBI branch. SBI never asks for password, OTP or card details.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Kotak Bank: Complete your pending Re-KYC in 2 minutes via Kotak Mobile Banking App > Service Requests. Avoid visiting branch: https://www.kotak.com,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"ICICI Bank: As per regulatory guidelines, your entity KYC is due for review. Please submit Form 60/PAN at your relationship branch.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Axis Bank: Periodic KYC update reminder for A/C <ACCT>. Visit nearest Axis Bank branch with original Aadhaar and PAN card.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Paytm Payments Bank: Complete your Min-KYC to Full-KYC via in-person verification at authorized Paytm KYC Point or schedule home visit.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Airtel Payments Bank: Your wallet KYC validity expires on 15-Sep. Complete Video-KYC in Airtel Thanks App to continue transactions.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Bank of India: Re-KYC is mandatory for dormant account <ACCT>. Submit recent utility bill and ID proof at home branch.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"Central Bank of India: Dear Customer, please update your KYC documents at your home branch as per RBI Master Direction. - CBI",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"Punjab National Bank: PNB customer, ensure your Re-KYC is completed before 30-Sep at branch to avoid operational freeze on A/C <ACCT>.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
IDFC Bank Alert: Video KYC for your Savings Account opening is scheduled at 03:30 PM. Keep PAN Card ready. Bank never requests OTP.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
IndusInd Bank: Your Re-KYC document verification is completed successfully for A/C <ACCT>. Thank you for your cooperation.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
HDFC Bank: KYC status for account <ACCT> is ACTIVE. No further documentation required at this time. Warm Regards.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
SBI Card Alert: Update your current communication address for Card <ACCT> by uploading valid OVD on sbicard.com.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"Bank of Baroda: As per PMLA guidelines, Re-KYC updation is due for A/C <ACCT>. Visit nearest BoB branch with KYC documents.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"Dear Customer, as per RBI directives, please update your Periodic KYC at your home branch or online via official portal https://netbanking.hdfcbank.com. Do not share OTP/password with anyone.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"SBI Alert: Your account KYC is due for update. Please submit self-attested ID proof at nearest SBI branch. SBI never asks for password, OTP or card details.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Kotak Bank: Complete your pending Re-KYC in 2 minutes via Kotak Mobile Banking App > Service Requests. Avoid visiting branch: https://www.kotak.com,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"ICICI Bank: As per regulatory guidelines, your entity KYC is due for review. Please submit Form 60/PAN at your relationship branch.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Axis Bank: Periodic KYC update reminder for A/C <ACCT>. Visit nearest Axis Bank branch with original Aadhaar and PAN card.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Paytm Payments Bank: Complete your Min-KYC to Full-KYC via in-person verification at authorized Paytm KYC Point or schedule home visit.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Airtel Payments Bank: Your wallet KYC validity expires on 15-Sep. Complete Video-KYC in Airtel Thanks App to continue transactions.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Bank of India: Re-KYC is mandatory for dormant account <ACCT>. Submit recent utility bill and ID proof at home branch.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"Central Bank of India: Dear Customer, please update your KYC documents at your home branch as per RBI Master Direction. - CBI",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"Punjab National Bank: PNB customer, ensure your Re-KYC is completed before 30-Sep at branch to avoid operational freeze on A/C <ACCT>.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
IDFC Bank Alert: Video KYC for your Savings Account opening is scheduled at 03:30 PM. Keep PAN Card ready. Bank never requests OTP.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
IndusInd Bank: Your Re-KYC document verification is completed successfully for A/C <ACCT>. Thank you for your cooperation.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
HDFC Bank: KYC status for account <ACCT> is ACTIVE. No further documentation required at this time. Warm Regards.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
SBI Card Alert: Update your current communication address for Card <ACCT> by uploading valid OVD on sbicard.com.,TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
"Bank of Baroda: As per PMLA guidelines, Re-KYC updation is due for A/C <ACCT>. Visit nearest BoB branch with KYC documents.",TRANSACTIONAL,en,GENUINE_KYC,verified_enterprise_dlt_hard_negatives
Your Blue Dart Secure Delivery Code is 265306 and its valid for next 30 minutes. Enter this Delivery Code on the device to receive the package.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Amazon: Your package with AWB #<REF> is out for delivery with agent Ramesh (<PHONE>). Share delivery OTP 4582 with agent upon receiving shipment.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Delhivery: Shipment <REF> from ZARA is arriving today. Use PIN 9182 to collect package from delivery executive.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Flipkart: Your order <REF> will be delivered today by executive Suresh (<PHONE>). Please share OTP 3847 only after inspecting shipment.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Ekart Logistics: Delivery associate is on the way with your shipment. Track live location at https://ekartlogistics.com/track/<REF>,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
DTDC Courier: Consignment <REF> is out for delivery. Share verification code 7109 with courier agent at time of handover.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
India Post: Speed Post article <REF> has been dispatched for delivery from New Delhi GPO. Delivery OTP is 5821.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Shadowfax: Your Myntra order <REF> is out for delivery. Contact delivery partner at <PHONE>. Delivery OTP: 4019.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Zepto: Your order is on the way! Delivery hero Rahul (<PHONE>) is arriving in 7 mins. Enjoy your fresh groceries.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Blinkit: Order <REF> arriving in 8 minutes. Rider details: Amit (<PHONE>). No OTP required for prepaid delivery.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Dunzo Daily: Delivery partner assigned for order <REF>. Call partner via masked number <PHONE> for delivery instructions.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Swiggy Instamart: Delivery partner is reaching your location. Keep order PIN 8291 ready for contactless delivery handover.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Zomato: Your order from Biryani By Kilo is arriving in 5 mins. Valet Sonu (<PHONE>) is wearing a mask and sanitized bag.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
BigBasket: Your BB daily delivery slot is confirmed for tomorrow 06:00 AM - 07:00 AM. Order ID <REF>.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
FedEx Express: Tracking <REF> status update: Package arrived at local sorting facility. Estimated delivery: 02-Sep by 6 PM.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
DHL Express: Waybill <REF> is out with courier for delivery. Signature required upon receipt. Track at dhl.com.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Xpressbees: Consignment <REF> is arriving today. Delivery code is 1948. Do not share code before receiving package.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Ecom Express: Shipment <REF> from Ajio will be delivered today. Call agent at <PHONE> if address assistance needed.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Amazon Fresh: Your grocery delivery slot 02 PM - 04 PM is confirmed. 14 items dispatched in temperature controlled bags.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
"Flipkart Grocery: Supermart order <REF> is arriving today. Total bill Rs. 1,420 paid online. Delivery PIN: 6281.",TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Your Blue Dart Secure Delivery Code is 265306 and its valid for next 30 minutes. Enter this Delivery Code on the device to receive the package.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Amazon: Your package with AWB #<REF> is out for delivery with agent Ramesh (<PHONE>). Share delivery OTP 4582 with agent upon receiving shipment.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Delhivery: Shipment <REF> from ZARA is arriving today. Use PIN 9182 to collect package from delivery executive.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Flipkart: Your order <REF> will be delivered today by executive Suresh (<PHONE>). Please share OTP 3847 only after inspecting shipment.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Ekart Logistics: Delivery associate is on the way with your shipment. Track live location at https://ekartlogistics.com/track/<REF>,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
DTDC Courier: Consignment <REF> is out for delivery. Share verification code 7109 with courier agent at time of handover.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
India Post: Speed Post article <REF> has been dispatched for delivery from New Delhi GPO. Delivery OTP is 5821.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Shadowfax: Your Myntra order <REF> is out for delivery. Contact delivery partner at <PHONE>. Delivery OTP: 4019.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Zepto: Your order is on the way! Delivery hero Rahul (<PHONE>) is arriving in 7 mins. Enjoy your fresh groceries.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Blinkit: Order <REF> arriving in 8 minutes. Rider details: Amit (<PHONE>). No OTP required for prepaid delivery.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Dunzo Daily: Delivery partner assigned for order <REF>. Call partner via masked number <PHONE> for delivery instructions.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Swiggy Instamart: Delivery partner is reaching your location. Keep order PIN 8291 ready for contactless delivery handover.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Zomato: Your order from Biryani By Kilo is arriving in 5 mins. Valet Sonu (<PHONE>) is wearing a mask and sanitized bag.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
BigBasket: Your BB daily delivery slot is confirmed for tomorrow 06:00 AM - 07:00 AM. Order ID <REF>.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
FedEx Express: Tracking <REF> status update: Package arrived at local sorting facility. Estimated delivery: 02-Sep by 6 PM.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
DHL Express: Waybill <REF> is out with courier for delivery. Signature required upon receipt. Track at dhl.com.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Xpressbees: Consignment <REF> is arriving today. Delivery code is 1948. Do not share code before receiving package.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Ecom Express: Shipment <REF> from Ajio will be delivered today. Call agent at <PHONE> if address assistance needed.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Amazon Fresh: Your grocery delivery slot 02 PM - 04 PM is confirmed. 14 items dispatched in temperature controlled bags.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
"Flipkart Grocery: Supermart order <REF> is arriving today. Total bill Rs. 1,420 paid online. Delivery PIN: 6281.",TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Your Blue Dart Secure Delivery Code is 265306 and its valid for next 30 minutes. Enter this Delivery Code on the device to receive the package.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Amazon: Your package with AWB #<REF> is out for delivery with agent Ramesh (<PHONE>). Share delivery OTP 4582 with agent upon receiving shipment.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Delhivery: Shipment <REF> from ZARA is arriving today. Use PIN 9182 to collect package from delivery executive.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Flipkart: Your order <REF> will be delivered today by executive Suresh (<PHONE>). Please share OTP 3847 only after inspecting shipment.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Ekart Logistics: Delivery associate is on the way with your shipment. Track live location at https://ekartlogistics.com/track/<REF>,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
DTDC Courier: Consignment <REF> is out for delivery. Share verification code 7109 with courier agent at time of handover.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
India Post: Speed Post article <REF> has been dispatched for delivery from New Delhi GPO. Delivery OTP is 5821.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Shadowfax: Your Myntra order <REF> is out for delivery. Contact delivery partner at <PHONE>. Delivery OTP: 4019.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Zepto: Your order is on the way! Delivery hero Rahul (<PHONE>) is arriving in 7 mins. Enjoy your fresh groceries.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Blinkit: Order <REF> arriving in 8 minutes. Rider details: Amit (<PHONE>). No OTP required for prepaid delivery.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Dunzo Daily: Delivery partner assigned for order <REF>. Call partner via masked number <PHONE> for delivery instructions.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Swiggy Instamart: Delivery partner is reaching your location. Keep order PIN 8291 ready for contactless delivery handover.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Zomato: Your order from Biryani By Kilo is arriving in 5 mins. Valet Sonu (<PHONE>) is wearing a mask and sanitized bag.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
BigBasket: Your BB daily delivery slot is confirmed for tomorrow 06:00 AM - 07:00 AM. Order ID <REF>.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
FedEx Express: Tracking <REF> status update: Package arrived at local sorting facility. Estimated delivery: 02-Sep by 6 PM.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
DHL Express: Waybill <REF> is out with courier for delivery. Signature required upon receipt. Track at dhl.com.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Xpressbees: Consignment <REF> is arriving today. Delivery code is 1948. Do not share code before receiving package.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Ecom Express: Shipment <REF> from Ajio will be delivered today. Call agent at <PHONE> if address assistance needed.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Amazon Fresh: Your grocery delivery slot 02 PM - 04 PM is confirmed. 14 items dispatched in temperature controlled bags.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
"Flipkart Grocery: Supermart order <REF> is arriving today. Total bill Rs. 1,420 paid online. Delivery PIN: 6281.",TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Your Blue Dart Secure Delivery Code is 265306 and its valid for next 30 minutes. Enter this Delivery Code on the device to receive the package.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Amazon: Your package with AWB #<REF> is out for delivery with agent Ramesh (<PHONE>). Share delivery OTP 4582 with agent upon receiving shipment.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Delhivery: Shipment <REF> from ZARA is arriving today. Use PIN 9182 to collect package from delivery executive.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Flipkart: Your order <REF> will be delivered today by executive Suresh (<PHONE>). Please share OTP 3847 only after inspecting shipment.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Ekart Logistics: Delivery associate is on the way with your shipment. Track live location at https://ekartlogistics.com/track/<REF>,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
DTDC Courier: Consignment <REF> is out for delivery. Share verification code 7109 with courier agent at time of handover.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
India Post: Speed Post article <REF> has been dispatched for delivery from New Delhi GPO. Delivery OTP is 5821.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Shadowfax: Your Myntra order <REF> is out for delivery. Contact delivery partner at <PHONE>. Delivery OTP: 4019.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Zepto: Your order is on the way! Delivery hero Rahul (<PHONE>) is arriving in 7 mins. Enjoy your fresh groceries.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Blinkit: Order <REF> arriving in 8 minutes. Rider details: Amit (<PHONE>). No OTP required for prepaid delivery.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Dunzo Daily: Delivery partner assigned for order <REF>. Call partner via masked number <PHONE> for delivery instructions.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Swiggy Instamart: Delivery partner is reaching your location. Keep order PIN 8291 ready for contactless delivery handover.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Zomato: Your order from Biryani By Kilo is arriving in 5 mins. Valet Sonu (<PHONE>) is wearing a mask and sanitized bag.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
BigBasket: Your BB daily delivery slot is confirmed for tomorrow 06:00 AM - 07:00 AM. Order ID <REF>.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
FedEx Express: Tracking <REF> status update: Package arrived at local sorting facility. Estimated delivery: 02-Sep by 6 PM.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
DHL Express: Waybill <REF> is out with courier for delivery. Signature required upon receipt. Track at dhl.com.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Xpressbees: Consignment <REF> is arriving today. Delivery code is 1948. Do not share code before receiving package.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Ecom Express: Shipment <REF> from Ajio will be delivered today. Call agent at <PHONE> if address assistance needed.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Amazon Fresh: Your grocery delivery slot 02 PM - 04 PM is confirmed. 14 items dispatched in temperature controlled bags.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
"Flipkart Grocery: Supermart order <REF> is arriving today. Total bill Rs. 1,420 paid online. Delivery PIN: 6281.",TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Your Blue Dart Secure Delivery Code is 265306 and its valid for next 30 minutes. Enter this Delivery Code on the device to receive the package.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Amazon: Your package with AWB #<REF> is out for delivery with agent Ramesh (<PHONE>). Share delivery OTP 4582 with agent upon receiving shipment.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Delhivery: Shipment <REF> from ZARA is arriving today. Use PIN 9182 to collect package from delivery executive.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Flipkart: Your order <REF> will be delivered today by executive Suresh (<PHONE>). Please share OTP 3847 only after inspecting shipment.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Ekart Logistics: Delivery associate is on the way with your shipment. Track live location at https://ekartlogistics.com/track/<REF>,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
DTDC Courier: Consignment <REF> is out for delivery. Share verification code 7109 with courier agent at time of handover.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
India Post: Speed Post article <REF> has been dispatched for delivery from New Delhi GPO. Delivery OTP is 5821.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Shadowfax: Your Myntra order <REF> is out for delivery. Contact delivery partner at <PHONE>. Delivery OTP: 4019.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Zepto: Your order is on the way! Delivery hero Rahul (<PHONE>) is arriving in 7 mins. Enjoy your fresh groceries.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Blinkit: Order <REF> arriving in 8 minutes. Rider details: Amit (<PHONE>). No OTP required for prepaid delivery.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Dunzo Daily: Delivery partner assigned for order <REF>. Call partner via masked number <PHONE> for delivery instructions.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Swiggy Instamart: Delivery partner is reaching your location. Keep order PIN 8291 ready for contactless delivery handover.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Zomato: Your order from Biryani By Kilo is arriving in 5 mins. Valet Sonu (<PHONE>) is wearing a mask and sanitized bag.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
BigBasket: Your BB daily delivery slot is confirmed for tomorrow 06:00 AM - 07:00 AM. Order ID <REF>.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
FedEx Express: Tracking <REF> status update: Package arrived at local sorting facility. Estimated delivery: 02-Sep by 6 PM.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
DHL Express: Waybill <REF> is out with courier for delivery. Signature required upon receipt. Track at dhl.com.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Xpressbees: Consignment <REF> is arriving today. Delivery code is 1948. Do not share code before receiving package.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Ecom Express: Shipment <REF> from Ajio will be delivered today. Call agent at <PHONE> if address assistance needed.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
Amazon Fresh: Your grocery delivery slot 02 PM - 04 PM is confirmed. 14 items dispatched in temperature controlled bags.,TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
"Flipkart Grocery: Supermart order <REF> is arriving today. Total bill Rs. 1,420 paid online. Delivery PIN: 6281.",TRANSACTIONAL,en,LOGISTICS_DELIVERY,verified_enterprise_dlt_hard_negatives
"Dear Consumer 02871029384, electricity bill for Aug-26 of Rs 1,450 is due on 05-Sep-26. Pay online at www.mahadiscom.in to avoid delayed payment charges. - MSEDCL",TRANSACTIONAL,en,UTILITY_WARNINGS,verified_enterprise_dlt_hard_negatives
