record_id,deidentified_text,annotator_1_label,annotator_2_label,is_disagreement,disagreement_reason,adjudicated_label,adjudication_rationale
ANN_0114,Your Swiggy order #REF79872506 is out for delivery. Share delivery PIN 727083 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0115,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF45940920 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0116,Your Jio number 9833614649 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0117,"Indian Railways: PNR REF40773482, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0118,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX8241 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0119,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF54079273.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0120,एसबीआई ऑनलाइन बैंकिंग के लिए आपका ओटीपी 319930 है। यह किसी के साथ साझा न करें।,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0121,Your OTP for HDFC Bank NetBanking login is 389106. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0122,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX2324 on 31-Aug-26 (UPI Ref REF24509187). Balance: INR 8,450.00.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0123,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX4486 by UPI Ref REF65478034 from VARUN PRAKASH (VPA: user70@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0124,Your Swiggy order #REF10448345 is out for delivery. Share delivery PIN 334677 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0125,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF58763532 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0126,Your Jio number 9883851335 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0127,"Indian Railways: PNR REF30812709, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0128,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX7316 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0129,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF22842659.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0130,एसबीआई ऑनलाइन बैंकिंग के लिए आपका ओटीपी 738353 है। यह किसी के साथ साझा न करें।,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0131,Your OTP for HDFC Bank NetBanking login is 359214. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0132,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX9662 on 31-Aug-26 (UPI Ref REF70972984). Balance: INR 8,450.00.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0133,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX6063 by UPI Ref REF93845477 from VARUN PRAKASH (VPA: user85@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0134,Your Swiggy order #REF67681017 is out for delivery. Share delivery PIN 166203 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0135,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF78452891 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,PROMOTIONAL,True,Annotator 2 flagged inclusion of optional service upgrade link.,TRANSACTIONAL,Lead Auditor confirmed core message was a verified debit/credit transaction confirmation.
ANN_0136,Your Jio number 9852734307 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0137,"Indian Railways: PNR REF15562067, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0138,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX2581 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0139,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF90155332.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0140,एसबीआई ऑनलाइन बैंकिंग के लिए आपका ओटीपी 229473 है। यह किसी के साथ साझा न करें।,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0141,Your OTP for HDFC Bank NetBanking login is 161813. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0142,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX8449 on 31-Aug-26 (UPI Ref REF35301054). Balance: INR 8,450.00.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0143,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX7938 by UPI Ref REF38267184 from VARUN PRAKASH (VPA: user86@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0144,Your Swiggy order #REF48019582 is out for delivery. Share delivery PIN 904449 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0145,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF23298372 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0146,Your Jio number 9839702914 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0147,"Indian Railways: PNR REF66024141, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0148,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX5780 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0149,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF40061031.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0150,एसबीआई ऑनलाइन बैंकिंग के लिए आपका ओटीपी 136187 है। यह किसी के साथ साझा न करें।,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0151,Your OTP for HDFC Bank NetBanking login is 536341. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0152,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX9427 on 31-Aug-26 (UPI Ref REF17102173). Balance: INR 8,450.00.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0153,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX4374 by UPI Ref REF71356950 from VARUN PRAKASH (VPA: user88@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0154,Your Swiggy order #REF58840101 is out for delivery. Share delivery PIN 926196 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,PROMOTIONAL,True,Annotator 2 flagged inclusion of optional service upgrade link.,TRANSACTIONAL,Lead Auditor confirmed core message was a verified debit/credit transaction confirmation.
ANN_0155,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF60011985 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0156,Your Jio number 9842843745 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0157,"Indian Railways: PNR REF89945266, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0158,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX8043 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0159,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF72754884.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0160,एसबीआई ऑनलाइन बैंकिंग के लिए आपका ओटीपी 694124 है। यह किसी के साथ साझा न करें।,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0161,Your OTP for HDFC Bank NetBanking login is 761614. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0162,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX8687 on 31-Aug-26 (UPI Ref REF48660995). Balance: INR 8,450.00.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0163,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX2887 by UPI Ref REF32383810 from VARUN PRAKASH (VPA: user36@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0164,Your Swiggy order #REF31900338 is out for delivery. Share delivery PIN 962129 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0165,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF99165628 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0166,Your Jio number 9885012933 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0167,"Indian Railways: PNR REF87998328, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0168,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX7493 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0169,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF25152994.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0170,एसबीआई ऑनलाइन बैंकिंग के लिए आपका ओटीपी 575774 है। यह किसी के साथ साझा न करें।,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0171,Your OTP for HDFC Bank NetBanking login is 173686. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0172,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX6126 on 31-Aug-26 (UPI Ref REF96787694). Balance: INR 8,450.00.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0173,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX6870 by UPI Ref REF67647084 from VARUN PRAKASH (VPA: user27@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0174,Your Swiggy order #REF57756479 is out for delivery. Share delivery PIN 713157 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0175,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF16292518 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0176,Your Jio number 9874413145 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0177,"Indian Railways: PNR REF44021442, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0178,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX8943 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,PROMOTIONAL,True,Annotator 2 flagged inclusion of optional service upgrade link.,TRANSACTIONAL,Lead Auditor confirmed core message was a verified debit/credit transaction confirmation.
ANN_0179,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF99838873.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0180,एसबीआई ऑनलाइन बैंकिंग के लिए आपका ओटीपी 699991 है। यह किसी के साथ साझा न करें।,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0181,Your OTP for HDFC Bank NetBanking login is 216421. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0182,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX4517 on 31-Aug-26 (UPI Ref REF26514877). Balance: INR 8,450.00.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0183,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX9434 by UPI Ref REF88350878 from VARUN PRAKASH (VPA: user49@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0184,Your Swiggy order #REF67975251 is out for delivery. Share delivery PIN 962755 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0185,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF43942384 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0186,Your Jio number 9845912253 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0187,"Indian Railways: PNR REF93721515, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0188,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX9915 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0189,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF36216317.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0190,एसबीआई ऑनलाइन बैंकिंग के लिए आपका ओटीपी 467436 है। यह किसी के साथ साझा न करें।,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0191,Your OTP for HDFC Bank NetBanking login is 689833. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0192,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX6287 on 31-Aug-26 (UPI Ref REF29931456). Balance: INR 8,450.00.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0193,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX4490 by UPI Ref REF31982813 from VARUN PRAKASH (VPA: user58@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0194,Your Swiggy order #REF19742257 is out for delivery. Share delivery PIN 327645 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0195,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF85169697 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0196,Your Jio number 9828161634 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0197,"Indian Railways: PNR REF73446855, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0198,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX7413 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0199,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF48428026.",TRANSACTIONAL,PROMOTIONAL,True,Annotator 2 flagged inclusion of optional service upgrade link.,TRANSACTIONAL,Lead Auditor confirmed core message was a verified debit/credit transaction confirmation.
ANN_0200,एसबीआई ऑनलाइन बैंकिंग के लिए आपका ओटीपी 907043 है। यह किसी के साथ साझा न करें।,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0201,Your OTP for HDFC Bank NetBanking login is 618545. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0202,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX3712 on 31-Aug-26 (UPI Ref REF59875088). Balance: INR 8,450.00.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0203,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX5018 by UPI Ref REF59818662 from VARUN PRAKASH (VPA: user60@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0204,Your Swiggy order #REF36704425 is out for delivery. Share delivery PIN 323810 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0205,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF19496563 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0206,Your Jio number 9841556003 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0207,"Indian Railways: PNR REF41738453, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0208,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX2865 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0209,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF93752812.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0210,एसबीआई ऑनलाइन बैंकिंग के लिए आपका ओटीपी 402775 है। यह किसी के साथ साझा न करें।,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0211,Your OTP for HDFC Bank NetBanking login is 114382. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0212,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX3674 on 31-Aug-26 (UPI Ref REF37695858). Balance: INR 8,450.00.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0213,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX3116 by UPI Ref REF71413011 from VARUN PRAKASH (VPA: user20@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0214,Your Swiggy order #REF38688729 is out for delivery. Share delivery PIN 700613 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0215,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF35291709 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,PROMOTIONAL,True,Annotator 2 flagged inclusion of optional service upgrade link.,TRANSACTIONAL,Lead Auditor confirmed core message was a verified debit/credit transaction confirmation.
ANN_0216,Your Jio number 9886039128 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0217,"Indian Railways: PNR REF94776775, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0218,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX6109 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0219,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF92972373.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
