text,category,label_id,language,clean_text,template_hash,template_sig,source,timestamp,is_synthetic,char_len,word_count,digit_ratio,exclaim_count,special_ratio,has_url,has_phone,currency_count,urgency_count,sensitive_info_count,refund_scam_count
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,PROMOTIONAL,2,en,Email AlertFrom Jeri StewartSize 2KBSubject Low cost prescripiton drvgsTo listen to email call 123,38f97622b407736d,38f97622b407736d,dataset_5971_real,2026-08-01,False,101.0,14.0,0.039603960396039604,0.0,0.039603960396039604,0.0,0.0,0.0,0.0,0.0,0.0
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,TRANSACTIONAL,1,en,This pen thing is beyond a joke Wont a Biro do Don t do a masters as can t do this ever again,f8f0ead7d17e70bb,f8f0ead7d17e70bb,dataset_5971_real,2026-08-01,False,96.0,23.0,0.0,1.0,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0
I cant pick the phone right now. Urgent?,PERSONAL,0,en,I cant pick the phone right now Urgent,18ff745671b16d67,18ff745671b16d67,dataset_5971_real,2026-08-01,False,40.0,8.0,0.0,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",PERSONAL,0,en,Huh Hyde park not in mel ah opps got confused Anyway if tt s e best choice den we juz have to take it,50f79299bbd2ff92,50f79299bbd2ff92,dataset_5971_real,2026-08-01,False,113.0,24.0,0.0,0.0,0.11504424778761062,0.0,0.0,0.0,0.0,0.0,0.0
FROM 88066 LOST £12 HELP,SCAM,3,en,FROM 88066 LOST £12 HELP,c7db4f8c44ac6cec,c7db4f8c44ac6cec,dataset_5971_real,2026-08-01,False,24.0,5.0,0.2916666666666667,0.0,0.041666666666666664,0.0,0.0,1.0,0.0,0.0,0.0
n 45days Reduce Fat(8 Inch)use*SAUNA SLIM BELT*(650) VIBRATION BELT(999) NCR(50Rs Extra)+Free YOKO Call Now:<PHONE>/<PHONE>,PROMOTIONAL,2,en,n 45days Reduce Fat 8 Inch use SAUNA SLIM BELT 650 VIBRATION BELT 999 NCR 50Rs Extra Free YOKO Call Now PHONE PHONE,e8c8346898ae3d74,e8c8346898ae3d74,dataset_5971_real,2026-08-01,False,123.0,23.0,0.08943089430894309,0.0,0.13821138211382114,0.0,0.0,0.0,0.0,0.0,0.0
ARRIVING: Blue Dart will deliver your shipment TODAY. Field Executive will request KYC as per Shipper instructions. Track:https://acl.cc/BLUDRT/nVmxVXGw,TRANSACTIONAL,1,en,ARRIVING Blue Dart will deliver your shipment TODAY Field Executive will request KYC as per Shipper instructions Track httpurl https acl cc bludrt nvmxvxgw,22605ca1e1ec786d,22605ca1e1ec786d,user_dataset_384,2026-08-15,False,152.0,24.0,0.0,0.0,0.06578947368421052,1.0,0.0,0.0,0.0,1.0,0.0
I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: <PHONE> reply Stop to end,PROMOTIONAL,2,en,I am hot n horny and willing I live local to you text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk PHONE reply Stop to end,c1ac67476d296263,c1ac67476d296263,uci_sms_spam_collection,2026-07-15,False,151.0,31.0,0.019867549668874173,0.0,0.026490066225165563,0.0,0.0,0.0,0.0,0.0,0.0
Ok cool. See ya then.,PERSONAL,0,en,Ok cool See ya then,b0fc22c2694cd319,b0fc22c2694cd319,dataset_5971_real,2026-08-01,False,21.0,5.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0
When can ü come out?,PERSONAL,0,en,When can ü come out,45cbf9f5ea0be9f1,45cbf9f5ea0be9f1,dataset_5971_real,2026-08-01,False,20.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays...Gud mrng",PERSONAL,0,en,Night has ended for another day morning has come in a special way May you smile like the sunny rays Gud mrng,b07566cddc44edfe,b07566cddc44edfe,dataset_5971_real,2026-08-01,False,112.0,22.0,0.0,0.0,0.044642857142857144,0.0,0.0,0.0,0.0,0.0,0.0
"This Akshaya Tritiya, get up to 101% off* on making charges of Mia diamond jewellery from 3-20 Apr. Shop now! *T&C https://m.tneu.in/NEUTTN/3D3qDrE",PROMOTIONAL,2,hinglish,This Akshaya Tritiya get up to 101 off on making charges of Mia diamond jewellery from 3 20 Apr Shop now T C httpurl https tneu in neuttn 3d3qdre,583bf15365964126,583bf15365964126,user_dataset_384,2026-08-15,False,147.0,29.0,0.05442176870748299,1.0,0.10204081632653061,1.0,0.0,0.0,0.0,0.0,0.0
U can call me now...,PERSONAL,0,en,U can call me now,d060eb8787f96162,d060eb8787f96162,dataset_5971_real,2026-08-01,False,20.0,5.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Too late. I said i have the website. I didn't i have or dont have the slippers,TRANSACTIONAL,1,en,Too late I said i have the website I didn t i have or dont have the slippers,111e90c4f09ac4e8,111e90c4f09ac4e8,dataset_5971_real,2026-08-01,False,78.0,18.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,PERSONAL,0,hinglish,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,a2c127bf354cd861,a2c127bf354cd861,dataset_5971_real,2026-08-01,False,88.0,20.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dunzo Daily: Delivery partner assigned for order <REF>. Call partner via masked number <PHONE> for delivery instructions.,TRANSACTIONAL,1,en,Dunzo Daily Delivery partner assigned for order REF Call partner via masked number PHONE for delivery instructions,d457e8673c97166f,d457e8673c97166f,verified_enterprise_dlt_hard_negatives,2026-08-31,False,121.0,17.0,0.0,0.0,0.05785123966942149,0.0,0.0,0.0,0.0,0.0,0.0
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",PERSONAL,0,en,I promise to take good care of you princess I have to run now Please send pics when you get a chance Ttyl,0de0ba647410fc1b,0de0ba647410fc1b,dataset_5971_real,2026-08-01,False,110.0,23.0,0.0,1.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0
No..he joined today itself.,PERSONAL,0,en,No he joined today itself,5671e295a775218e,5671e295a775218e,dataset_5971_real,2026-08-01,False,27.0,5.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
You have an important customer service announcement. Calnumber <PHONE> now!,SCAM,3,en,You have an important customer service announcement Calnumber PHONE now,6e8932d8c5d4c115,6e8932d8c5d4c115,dataset_5971_real,2026-08-01,False,75.0,10.0,0.0,1.0,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",PERSONAL,0,en,Ya ok vikky vl c witin lt gt mins and il reply u,6685fa507f49ee6c,6685fa507f49ee6c,dataset_5971_real,2026-08-01,False,56.0,13.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
Sorry i din lock my keypad.,PERSONAL,0,en,Sorry i din lock my keypad,09424f31bf587c00,09424f31bf587c00,dataset_5971_real,2026-08-01,False,27.0,6.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0
Where did u go? My phone is gonna die you have to stay in here,PERSONAL,0,en,Where did u go My phone is gonna die you have to stay in here,6fcf1be10ec0c70c,6fcf1be10ec0c70c,dataset_5971_real,2026-08-01,False,62.0,15.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0
Hey company elama po mudyadhu.,PERSONAL,0,en,Hey company elama po mudyadhu,3c2691eb609b76b1,3c2691eb609b76b1,dataset_5971_real,2026-08-01,False,30.0,5.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",PERSONAL,0,hinglish,Sweetheart hope you are not having that kind of day Have one with loads of reasons to smile Biola,41fcf3d08ecaa50b,41fcf3d08ecaa50b,dataset_5971_real,2026-08-01,False,100.0,19.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,PERSONAL,0,en,Huh so slow i tot u reach long ago liao U 2 more days only i 4 more leh,fe5c3d893037dd23,fe5c3d893037dd23,dataset_5971_real,2026-08-01,False,77.0,19.0,0.025974025974025976,0.0,0.07792207792207792,0.0,0.0,0.0,0.0,0.0,0.0
Yup but it's not giving me problems now so mayb i'll jus leave it...,PERSONAL,0,en,Yup but it s not giving me problems now so mayb i ll jus leave it,8eb1435e18015419,8eb1435e18015419,dataset_5971_real,2026-08-01,False,68.0,16.0,0.0,0.0,0.07352941176470588,0.0,0.0,0.0,0.0,0.0,0.0
Can a not?,PERSONAL,0,en,Can a not,df8d88e801bf89d3,df8d88e801bf89d3,dataset_5971_real,2026-08-01,False,10.0,3.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
I re-met alex nichols from middle school and it turns out he's dealing!,PERSONAL,0,en,I re met alex nichols from middle school and it turns out he s dealing,617bb8332c889433,617bb8332c889433,dataset_5971_real,2026-08-01,False,71.0,15.0,0.0,1.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,0.0
Hi msg me:)i'm in office..,PERSONAL,0,en,Hi msg me i m in office,c1436d5014c46e2b,c1436d5014c46e2b,dataset_5971_real,2026-08-01,False,26.0,7.0,0.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,PERSONAL,0,hinglish,haha but no money leh Later got to go for tuition Haha and looking for empty slots for driving lessons,3b18e878f6495b68,3b18e878f6495b68,dataset_5971_real,2026-08-01,False,108.0,20.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
Hey I am really want to chat  text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,PROMOTIONAL,2,en,Hey I am really want to chat text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,f5c9eb452770f245,f5c9eb452770f245,dataset_5971_real,2026-08-01,False,100.0,20.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reason is if the team budget is available at last they buy the unsold players for at base rate..,TRANSACTIONAL,1,en,Reason is if the team budget is available at last they buy the unsold players for at base rate,52ec29a3df5898ea,52ec29a3df5898ea,dataset_5971_real,2026-08-01,False,96.0,19.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS,PERSONAL,0,en,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS,2c0c6e8806ba7607,2c0c6e8806ba7607,dataset_5971_real,2026-08-01,False,89.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,PERSONAL,0,hinglish,Hi its Kate how is your evening I hope i can see you tomorrow for a bit but i have to bloody babyjontet Txt back if u can xxx,995505b272370b71,995505b272370b71,dataset_5971_real,2026-08-01,False,131.0,29.0,0.0,1.0,0.03816793893129771,0.0,0.0,0.0,0.0,0.0,0.0
S now only i took tablets . Reaction morning only.,PERSONAL,0,en,S now only i took tablets Reaction morning only,b2e2bc807a03e5a4,b2e2bc807a03e5a4,dataset_5971_real,2026-08-01,False,50.0,9.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call <PHONE> BOX95QU",SCAM,3,en,URGENT Your Mobile No was awarded a £2 000 Bonus Caller Prize on 02 09 03 This is our 2nd attempt to contact YOU Call PHONE BOX95QU,7275af5f61d4cc0b,7275af5f61d4cc0b,dataset_5971_real,2026-08-01,False,138.0,27.0,0.09420289855072464,3.0,0.07971014492753623,0.0,0.0,1.0,1.0,0.0,0.0
This is all just creepy and crazy to me.,PERSONAL,0,en,This is all just creepy and crazy to me,66de4a96060f1ca2,66de4a96060f1ca2,dataset_5971_real,2026-08-01,False,40.0,9.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,PERSONAL,0,en,Lol Nah wasn t too bad thanks Its good to b home but its been quite a reality check Hows ur day been Did u do anything with website,fb678a749ad52a77,fb678a749ad52a77,dataset_5971_real,2026-08-01,False,136.0,29.0,0.0,1.0,0.04411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
Thanks for picking up the trash.,PERSONAL,0,hinglish,Thanks for picking up the trash,9080e9d8ef870efe,9080e9d8ef870efe,dataset_5971_real,2026-08-01,False,32.0,6.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,TRANSACTIONAL,1,en,hope things went well at doctors reminds me i still need 2go did u c d little thing i left in the lounge,bec76dcbbb2b515a,bec76dcbbb2b515a,dataset_5971_real,2026-08-01,False,110.0,23.0,0.00909090909090909,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,PERSONAL,0,hinglish,He said i look pretty wif long hair wat But i thk he s cutting quite short 4 me leh,147d01b99462a051,147d01b99462a051,dataset_5971_real,2026-08-01,False,85.0,20.0,0.011764705882352941,0.0,0.03529411764705882,0.0,0.0,0.0,0.0,0.0,0.0
I havent lei.. Next mon can?,PERSONAL,0,en,I havent lei Next mon can,834c51e9894cb716,834c51e9894cb716,dataset_5971_real,2026-08-01,False,28.0,6.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
Hey... Very inconvenient for your sis a not huh?,PERSONAL,0,en,Hey Very inconvenient for your sis a not huh,0bfd8201d8451c1f,0bfd8201d8451c1f,dataset_5971_real,2026-08-01,False,48.0,9.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Of course. I guess god's just got me on hold right now.,TRANSACTIONAL,1,en,Of course I guess god s just got me on hold right now,7060559d1f276661,7060559d1f276661,dataset_5971_real,2026-08-01,False,55.0,13.0,0.0,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0
"Rental  Helpline  <PHONE>, 000 sq.ft. In Noida & Gr.Noida  OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. <EMAIL> <PHONE>",PROMOTIONAL,2,en,Rental Helpline PHONE 000 sq ft In Noida Gr Noida OFFICE INDUSTRIAL Use Goldenberg estates pvt ltd EMAIL PHONE,8f5ed50f4de6397e,8f5ed50f4de6397e,dataset_5971_real,2026-08-01,False,126.0,19.0,0.023809523809523808,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
"Sorry, I'll call later in meeting.",PERSONAL,0,en,Sorry I ll call later in meeting,3e1905d2e8bcf584,3e1905d2e8bcf584,uci_sms_spam_collection,2026-07-15,False,34.0,7.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0
She.s find. I sent you an offline message to know how anjola's now.,TRANSACTIONAL,1,en,She s find I sent you an offline message to know how anjola s now,f82f0572da34c28d,f82f0572da34c28d,dataset_5971_real,2026-08-01,False,67.0,15.0,0.0,0.0,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.0
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,TRANSACTIONAL,1,en,You please give us connection today itself before lt DECIMAL gt or refund the bill,9590a82ef2992719,9590a82ef2992719,dataset_5971_real,2026-08-01,False,86.0,15.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,1.0
महावितरण सूचना: तांत्रिक दुरुस्ती कामासाठी उद्या सकाळी 10 ते दुपारी 2 वाजेपर्यंत वीज पुरवठा खंडित राहील. सहकार्याची अपेक्षा आहे.,TRANSACTIONAL,1,mr,महावितरण सूचना तांत्रिक दुरुस्ती कामासाठी उद्या सकाळी 10 ते दुपारी 2 वाजेपर्यंत वीज पुरवठा खंडित राहील सहकार्याची अपेक्षा आहे,ca9bd16b6ea506d8,ca9bd16b6ea506d8,verified_enterprise_dlt_hard_negatives,2026-08-31,False,128.0,19.0,0.0234375,0.0,0.359375,0.0,0.0,0.0,0.0,0.0,0.0
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",TRANSACTIONAL,1,en,Awesome I remember the last time we got somebody high for the first time with diesel V,37477fd8d97794d0,37477fd8d97794d0,dataset_5971_real,2026-08-01,False,88.0,17.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0
You could have seen me..i did't recognise you Face.:),PERSONAL,0,en,You could have seen me i did t recognise you Face,f45358f36b3c701c,f45358f36b3c701c,dataset_5971_real,2026-08-01,False,53.0,11.0,0.0,0.0,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,0.0
I'm fine. Hope you are good. Do take care.,TRANSACTIONAL,1,en,I m fine Hope you are good Do take care,b7f46ff45e83af68,b7f46ff45e83af68,dataset_5971_real,2026-08-01,False,42.0,10.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",PERSONAL,0,en,Princess i like to make love lt gt times per night Hope thats not a problem,55e8848f86894174,55e8848f86894174,dataset_5971_real,2026-08-01,False,84.0,16.0,0.0,1.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0
True dear..i sat to pray evening and felt so.so i sms'd you in some time...,PERSONAL,0,en,True dear i sat to pray evening and felt so so i sms d you in some time,8a1ca7319312c27b,8a1ca7319312c27b,dataset_5971_real,2026-08-01,False,75.0,18.0,0.0,0.0,0.09333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",PERSONAL,0,en,Yeah hopefully if tyler can t do it I could maybe ask around a bit,78fea6419c412ea8,78fea6419c412ea8,dataset_5971_real,2026-08-01,False,67.0,15.0,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0
I'm in office now da:)where are you?,PERSONAL,0,en,I m in office now da where are you,03a776186d3497b3,03a776186d3497b3,dataset_5971_real,2026-08-01,False,36.0,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
As per your request 'Maangalyam (Thirupathe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,TRANSACTIONAL,1,en,As per your request Maangalyam Thirupathe has been set as your callertune for all Callers Press 9 to copy your friends Callertune,2e15638d9e6d8503,2e15638d9e6d8503,dataset_5971_real,2026-08-01,False,135.0,22.0,0.007407407407407408,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0
Plan Sanction as per MPD2021 X-Tra Floor X-Tra Area DDA MCD DSIDC HUDA:Gurgaon Faridabad Noida HI-TECH ARCHITECTS <PHONE>  <EMAIL>,PROMOTIONAL,2,en,Plan Sanction as per MPD2021 X Tra Floor X Tra Area DDA MCD DSIDC HUDA Gurgaon Faridabad Noida HI TECH ARCHITECTS PHONE EMAIL,d88bccd412dc0549,d88bccd412dc0549,dataset_5971_real,2026-08-01,False,130.0,23.0,0.03076923076923077,0.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0
Thanks love. But am i doing torch or bold.,PERSONAL,0,en,Thanks love But am i doing torch or bold,127d87e52d1cfeed,127d87e52d1cfeed,dataset_5971_real,2026-08-01,False,42.0,9.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0
Can you open the door?,PERSONAL,0,en,Can you open the door,c7cc239a6d83b140,c7cc239a6d83b140,dataset_5971_real,2026-08-01,False,22.0,5.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0
One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,TRANSACTIONAL,1,en,One day a crab was running on the sea shore The waves came n cleared the footprints of the crab Crab asked being my frnd y r u clearing my beautiful footprints Waves replied A fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn GUD nyt,75992c162e7e94cd,75992c162e7e94cd,dataset_5971_real,2026-08-01,False,295.0,56.0,0.0,1.0,0.05084745762711865,0.0,0.0,0.0,0.0,0.0,0.0
Wif my family booking tour package.,TRANSACTIONAL,1,hinglish,Wif my family booking tour package,94b54e1f839ecfc0,94b54e1f839ecfc0,dataset_5971_real,2026-08-01,False,35.0,6.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
How long does it take to get it.,PERSONAL,0,en,How long does it take to get it,480eb4e99a3c4c66,480eb4e99a3c4c66,dataset_5971_real,2026-08-01,False,32.0,8.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,PERSONAL,0,en,How do friends help us in problems They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,43bb8631d50dc316,43bb8631d50dc316,dataset_5971_real,2026-08-01,False,147.0,26.0,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0
U're welcome... Caught u using broken english again...,PERSONAL,0,en,U re welcome Caught u using broken english again,8f1d492d5451d041,8f1d492d5451d041,dataset_5971_real,2026-08-01,False,54.0,9.0,0.0,0.0,0.12962962962962962,0.0,0.0,0.0,0.0,0.0,0.0
"प्रिय ग्राहक, आपके खाते से रु 1,500.00 डेबिट किए गए हैं (Ref <REF>). शेष राशि: रु 8,450.00.",TRANSACTIONAL,1,mr,प्रिय ग्राहक आपके खाते से रु 1 500 00 डेबिट किए गए हैं Ref REF शेष राशि रु 8 450 00,816b55095c193c8a,816b55095c193c8a,user_dataset_384,2026-08-20,False,91.0,21.0,0.13186813186813187,0.0,0.32967032967032966,0.0,0.0,0.0,0.0,0.0,0.0
Taka lor. Wat time u wan 2 come n look 4 us?,PERSONAL,0,hinglish,Taka lor Wat time u wan 2 come n look 4 us,8e127c6e5d64b5ad,8e127c6e5d64b5ad,dataset_5971_real,2026-08-01,False,44.0,12.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0
"Merry Christmas to you too babe, i love ya *kisses*",PERSONAL,0,hinglish,Merry Christmas to you too babe i love ya kisses,717a170cb60ec96d,717a170cb60ec96d,dataset_5971_real,2026-08-01,False,51.0,10.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
I am going to film 2day da. At 6pm. Sorry da.,PERSONAL,0,en,I am going to film 2day da At 6pm Sorry da,828ec1814cd5bf6d,828ec1814cd5bf6d,dataset_5971_real,2026-08-01,False,45.0,11.0,0.044444444444444446,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
"Dear User,

You’ve earned TWS+4-in-1 Cable Combo at ₹599! (JIOTWSCOM02) on Jio Recharge. Claim now: https://t.jio/JIOCPN/CXceQ9 T&C*

JioCoupons",PROMOTIONAL,2,en,Dear User You’ve earned TWS 4 in 1 Cable Combo at ₹599 JIOTWSCOM02 on Jio Recharge Claim now httpurl https jio jiocpn cxceq9 T C JioCoupons,83934998a32da5e0,83934998a32da5e0,user_dataset_384,2026-08-15,False,144.0,26.0,0.05555555555555555,1.0,0.13194444444444445,1.0,0.0,1.0,0.0,0.0,0.0
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",TRANSACTIONAL,1,en,I guess that s why you re worried You must know that there s a way the body repairs itself And i m quite sure you shouldn t worry We ll take it slow First the tests they will guide when your ovulation is then just relax Nothing you ve said is a reason to worry but i ll keep on followin you up,0bf92ae63109f38a,0bf92ae63109f38a,dataset_5971_real,2026-08-01,False,300.0,64.0,0.0,0.0,0.04666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
Sweet heart how are you?,PERSONAL,0,en,Sweet heart how are you,d1e618a8ad06b96d,d1e618a8ad06b96d,dataset_5971_real,2026-08-01,False,24.0,5.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on <PHONE> (18+) 2 stop getstop on 88222 PHP. RG21 4JX,SCAM,3,en,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on PHONE 18 2 stop getstop on 88222 PHP RG21 4JX,34a0525a1e2b5c1b,34a0525a1e2b5c1b,dataset_5971_real,2026-08-01,False,137.0,27.0,0.13138686131386862,0.0,0.058394160583941604,0.0,0.0,2.0,0.0,0.0,0.0
Good. do you think you could send me some pix? I would love to see your top and bottom...,PERSONAL,0,en,Good do you think you could send me some pix I would love to see your top and bottom,e7b915dbfa158461,e7b915dbfa158461,dataset_5971_real,2026-08-01,False,89.0,19.0,0.0,0.0,0.056179775280898875,0.0,0.0,0.0,0.0,0.0,0.0
"That's fine, I'll bitch at you about it later then",TRANSACTIONAL,1,en,That s fine I ll bitch at you about it later then,0c8f3fd00dd684a9,0c8f3fd00dd684a9,dataset_5971_real,2026-08-01,False,50.0,12.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,PERSONAL,0,en,ALRITE HUNNY WOT U UP 2 2NITE DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD JUS CHILLIN AT DA MO IN ME BEDROOM LOVE JEN XXX,8bbf3f8e1eb27b1b,8bbf3f8e1eb27b1b,dataset_5971_real,2026-08-01,False,127.0,28.0,0.015748031496062992,3.0,0.03937007874015748,0.0,0.0,0.0,0.0,0.0,0.0
"Hi Kotak811 customer, earn cashback up to Rs.700 on Rs.50,000 spends with your Dream Different Credit Card till 30th Apr '26. T&C https://1.kotak.bank.in/KOTAKB/XLa_EZ",PROMOTIONAL,2,en,Hi Kotak811 customer earn cashback up to Rs 700 on Rs 50 000 spends with your Dream Different Credit Card till 30th Apr 26 T C httpurl https kotak bank in kotakb xla ez,1f22856c4c96d6e9,1f22856c4c96d6e9,user_dataset_384,2026-08-15,False,167.0,34.0,0.09580838323353294,0.0,0.09580838323353294,1.0,0.0,2.0,0.0,1.0,0.0
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",PERSONAL,0,en,K jason says he s gonna be around so I ll be up there around lt gt,985f0c0d5c0aa0ec,985f0c0d5c0aa0ec,dataset_5971_real,2026-08-01,False,72.0,17.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
Send me the new number,PERSONAL,0,en,Send me the new number,cb9d13f17db6f472,cb9d13f17db6f472,dataset_5971_real,2026-08-01,False,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
