source,text,category,is_synthetic,clean_text,label_id,char_len,word_count,digit_ratio,exclaim_count,special_ratio,has_url,has_phone,currency_count,urgency_count,sensitive_info_count,refund_scam_count
Dataset_5971,Dear good morning now only i am up,personal,False,dear good morning now only i am up,0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Yes baby! We can study all the positions of the kama sutra ;),transactional,False,yes baby! we can study all the positions of the kama sutra ;),1,61.0,13.0,0.0,1.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Ok then i'll let him noe later n ask him call u tmr...,personal,False,ok then i'll let him noe later n ask him call u tmr...,0,54.0,13.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,transactional,False,oh unintentionally not bad timing. great. fingers the trains play along! will give fifteen min warning.,1,104.0,16.0,0.0,1.0,0.038461538461538464,0.0,0.0,1.0,0.0,0.0,0.0
Dataset_5971,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,promotional,False,free entry into our £250 weekly comp just send the word win to 80086 now. 18 t&c txttowin co uk,2,99.0,20.0,0.10101010101010101,0.0,0.06060606060606061,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,promotional,False,willing i live local to you - text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk: phonenumber reply stop to end,2,134.0,26.0,0.1044776119402985,0.0,0.014925373134328358,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,Ugh hopefully the asus ppl dont randomly do a reformat.,transactional,False,ugh hopefully the asus ppl dont randomly do a reformat.,1,55.0,10.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Yo guess what I just dropped,personal,False,yo guess what i just dropped,0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",personal,False,"actually nvm, got hella cash, we still on for &lt;#&gt; ish?",0,61.0,11.0,0.0,0.0,0.13114754098360656,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,	Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,promotional,False,jamster! to get your free wallpaper text heart to 88888 now! t&c apply. 16 only. need help? call phonenumber .,2,110.0,20.0,0.16363636363636364,2.0,0.06363636363636363,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,ALRITE,personal,False,alrite,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,You are a very very very very bad girl. Or lady.,personal,False,you are a very very very very bad girl. or lady.,0,48.0,11.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Nice talking to you! please dont forget my pix :) i want to see all of you...,personal,False,nice talking to you! please dont forget my pix :) i want to see all of you...,0,77.0,17.0,0.0,1.0,0.07792207792207792,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,personal,False,stop calling everyone saying i might have cancer. my throat hurts to talk. i can't be answering everyones calls. if i get one more call i'm not babysitting on monday,0,165.0,30.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I am literally in bed and have been up for like  &lt;#&gt;  hours,transactional,False,i am literally in bed and have been up for like &lt;#&gt; hours,1,65.0,13.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,S.s:)i thinl role is like sachin.just standing. Others have to hit.,transactional,False,s.s:)i thinl role is like sachin just standing. others have to hit.,1,67.0,12.0,0.0,0.0,0.08955223880597014,1.0,0.0,1.0,0.0,0.0,0.0
Dataset_5971,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,promotional,False,this message is free. welcome to the new & improved sex & dogging club! to unsubscribe from this service reply stop. msgs@150p 18+only,2,134.0,23.0,0.03731343283582089,1.0,0.05223880597014925,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Haha good to hear, I'm officially paid and on the market for an 8th",transactional,False,"haha good to hear, i'm officially paid and on the market for an 8th",1,67.0,14.0,0.014925373134328358,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Double Mins & Double Txt & 1/2 price Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,promotional,False,double mins & double txt & 1/2 price call mobileupd8 for the very latest offers. phonenumber or call2optout/lf56,2,112.0,18.0,0.15178571428571427,0.0,0.044642857142857144,0.0,1.0,1.0,0.0,0.0,0.0
Dataset_5971,"Fair enough, anything going on?",personal,False,"fair enough, anything going on?",0,31.0,5.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"He will, you guys close?",personal,False,"he will, you guys close?",0,24.0,5.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Sorry, I have some work..",personal,False,"sorry, i have some work..",0,25.0,5.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,It vl bcum more difficult..,personal,False,it vl bcum more difficult..,0,27.0,5.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Hottest pics straight to your phone!! See me getting and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",promotional,False,"hottest pics straight to your phone!! see me getting and wanting, just for you xx text pics to 89555 now! txt costs 150p textoperator g696ga 18 xxx",2,147.0,27.0,0.08843537414965986,3.0,0.027210884353741496,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Sorry, busy ryt nw..",personal,False,"sorry, busy ryt nw..",0,20.0,4.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,U 2.,personal,False,u 2.,0,4.0,2.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",promotional,False,"dear voucher holder, to claim this weeks offer, at you pc please go to e tlp co uk reward ts&cs apply.",2,114.0,21.0,0.0,0.0,0.11403508771929824,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Don no da:)whats you plan?,personal,False,don no da:)whats you plan?,0,26.0,5.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,personal,False,aww you must be nearly dead!well jez iscoming over todo some workand that whilltake forever!,0,92.0,15.0,0.0,2.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Also hi wesley how've you been,personal,False,also hi wesley how've you been,0,30.0,6.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",personal,False,"thats alrite girl, u know gail is neva wrong!!take care sweet and dont worry.c u l8tr hun!love yaxxx",0,102.0,18.0,0.00980392156862745,3.0,0.06862745098039216,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Ringtone Club: Gr8 new polys direct to your mobile every week !,promotional,False,ringtone club: gr8 new polys direct to your mobile every week !,2,63.0,12.0,0.015873015873015872,1.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0
user_sms_data,"Dear Customer, Thank you for using the 811 Mobile App. Do take a few moments to share your experience. Click https://cka.nu/KOTAKB/qXCFWVH8 . Kotak Bank.",transactional,False,"dear customer, thank you for using the 811 mobile app. do take a few moments to share your experience. click cka nu kotakb qxcfwvh8 . kotak bank.",1,153.0,27.0,0.026143790849673203,0.0,0.0718954248366013,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,$9 Only!Sales on Official Oakley Sunglasses Online Store. 2016 New Styles All Up To 75% OFF. Final Day Flash Sale And Free Returns. Official Oakley Sunglasses Outlets At: http:// www.oakleyoutletsco.com,promotional,False,$9 only!sales on official oakley sunglasses online store. 2016 new styles all up to 75% off. final day flash sale and free returns. official oakley sunglasses outlets at: http:// oakleyoutletsco com,2,202.0,31.0,0.034653465346534656,1.0,0.0594059405940594,1.0,0.0,1.0,0.0,0.0,0.0
Dataset_5971,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! ",transactional,False,"congrats! 1 year special cinema pass for 2 is yours. call phonenumber now! c suprman v, matrix3, starwars3, etc all 4 free!",1,124.0,22.0,0.12903225806451613,3.0,0.056451612903225805,0.0,1.0,1.0,0.0,0.0,0.0
Dataset_5971,Are you willing to go for aptitude class.,personal,False,are you willing to go for aptitude class.,0,41.0,8.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Cos i want it to be your thing,personal,False,cos i want it to be your thing,0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",personal,False,"someone has contacted our dating service and entered your phone becausethey fancy you! to find out who it is call from a landline phonenumber . pobox1, w14rg 150p",0,161.0,28.0,0.10559006211180125,1.0,0.018633540372670808,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,Its sarcasm.. .nt scarcasim,personal,False,its sarcasm.. .nt scarcasim,0,27.0,4.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
user_sms_data,"Dear Maya, Kotak Personal Loan, starting at 9.99% p.a., helps you upgrade your home & lifestyle. Tap https://1.kotak.bank.in/KOTAKB/XM1myx T&C",promotional,False,"dear maya, kotak personal loan, starting at 9.99% p.a., helps you upgrade your home & lifestyle. tap 1 kotak bank in kotakb xm1myx t&c",2,142.0,24.0,0.035211267605633804,0.0,0.1267605633802817,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,personal,False,hi my darlin im on my way to london and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0,158.0,35.0,0.0,2.0,0.0189873417721519,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Sorry, I'll call later at night",personal,False,"sorry, i'll call later at night",0,31.0,6.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Studying. But i.ll be free next weekend.,personal,False,studying. but i ll be free next weekend.,0,40.0,8.0,0.0,0.0,0.075,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Okie..good news!!,personal,False,okie good news!!,0,17.0,3.0,0.0,2.0,0.23529411764705882,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Then u drive lor.,personal,False,then u drive lor.,0,17.0,4.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Probably gonna swing by in a wee bit,personal,False,probably gonna swing by in a wee bit,0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Got meh... When?,personal,False,got meh... when?,0,16.0,3.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,yay! finally lol. i missed our cinema trip last week :-(,personal,False,yay! finally lol. i missed our cinema trip last week :-(,0,56.0,11.0,0.0,1.0,0.08928571428571429,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I am great princess! What are you thinking about me? :),personal,False,i am great princess! what are you thinking about me? :),0,55.0,11.0,0.0,1.0,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Excellent, I'll see what riley's plans are",personal,False,"excellent, i'll see what riley's plans are",0,42.0,7.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Sorry for the delay. Yes masters,transactional,False,sorry for the delay. yes masters,1,32.0,6.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",transactional,False,"moon has come to color your dreams, stars to make them musical and my sms to give you warm and peaceful sleep. good night",1,121.0,24.0,0.0,0.0,0.01652892561983471,0.0,0.0,1.0,0.0,0.0,0.0
Dataset_5971,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,transactional,False,todays voda numbers ending with 7634 are selected to receive a £350 reward. if you have a match please call phonenumber quoting claim code 7684 standard rates apply.,1,165.0,28.0,0.13333333333333333,0.0,0.01818181818181818,0.0,1.0,1.0,0.0,0.0,0.0
user_sms_data,"Sent Rs.60.00 from Kotak Bank AC X2056 to paytmqr6v563r@ptys on 18-04-26.UPI Ref 647430236430. Not you, https://kotak.com/KBANKT/Fraud",transactional,False,"sent rs.60.00 from kotak bank ac x2056 to paytmqr6v563r@ptys on 18 04 26 upi ref phonenumber . not you, kotak com kbankt fraud",1,134.0,23.0,0.22388059701492538,0.0,0.1044776119402985,1.0,1.0,1.0,0.0,0.0,0.0
user_sms_data,"Hi, your JioHotstar verification code is 8753",transactional,False,"hi, your jiohotstar verification code is 8753",1,45.0,7.0,0.08888888888888889,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,How are you. Just checking up on you,personal,False,how are you. just checking up on you,0,36.0,8.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I was slept that time.you there?,personal,False,i was slept that time you there?,0,32.0,7.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,personal,False,its on in engalnd! but telly has decided it won't let me watch it and mia and elliot were kissing! damn it!,0,107.0,22.0,0.0,3.0,0.037383177570093455,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,promotional,False,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,2,139.0,26.0,0.1223021582733813,5.0,0.050359712230215826,0.0,0.0,0.0,1.0,0.0,0.0
user_sms_data,"Dear Maya, Kotak Personal Loan, starting at 9.99% p.a., helps you upgrade your home & lifestyle. Tap https://1.kotak.bank.in/KOTAKB/XKddCU T&C",promotional,False,"dear maya, kotak personal loan, starting at 9.99% p.a., helps you upgrade your home & lifestyle. tap 1 kotak bank in kotakb xkddcu t&c",2,142.0,24.0,0.028169014084507043,0.0,0.1267605633802817,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007  www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,promotional,False,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 getzed co uk pobox 36504 w45wq norm150p/tone 16+,2,130.0,25.0,0.14615384615384616,1.0,0.046153846153846156,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I'll be late...,personal,False,i'll be late...,0,15.0,3.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,promotional,False,ok lor... sony ericsson salesman... i ask shuhui then she say quite gd 2 use so i considering...,2,96.0,18.0,0.010416666666666666,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",personal,False,"hi, wkend ok but journey terrible. wk not good as have huge back log of marking to do",0,85.0,18.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Also where's the piece,personal,False,also where's the piece,0,22.0,4.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,promotional,False,free msg: ringtone!from: tms widelive com index wml?id=1b6a5ecef91ff9*37819&first=true18:0430-jul-05,2,109.0,8.0,0.1743119266055046,1.0,0.1651376146788991,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),promotional,False,i'd like to tell you my deepest darkest fantasies. call me phonenumber just 60p/min. to stop texts call phonenumber (nat rate),2,126.0,21.0,0.19047619047619047,0.0,0.047619047619047616,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003092 from land line. Claim C52. Valid 12hrs only,transactional,False,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call phonenumber from land line. claim c52. valid 12hrs only,1,157.0,28.0,0.11464968152866242,1.0,0.03821656050955414,0.0,1.0,1.0,1.0,0.0,0.0
Dataset_5971,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",personal,False,"well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",0,92.0,19.0,0.0,1.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,personal,False,sary just need tim in the bollox &it hurt him a lot so he tol me!,0,65.0,16.0,0.0,1.0,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,personal,False,waiting 4 my tv show 2 start lor... u leh still busy doing ur report?,0,69.0,15.0,0.028985507246376812,0.0,0.057971014492753624,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,promotional,False,rt-king pro video club>> need help? info@ ringtoneking co uk or call phonenumber you must be 16+ club credits redeemable at www. ringtoneking co uk ! enjoy!,2,153.0,27.0,0.08496732026143791,2.0,0.08496732026143791,1.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,personal,False,in other news after hassling me to get him weed for a week andres has no money. haughaighgtujhyguj,0,98.0,18.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),personal,False,in xam hall boy asked girl tell me the starting term for dis answer i can den manage on my own after lot of hesitation n lookin around silently she said the! intha ponnungale ipaditan;),0,185.0,35.0,0.0,1.0,0.016216216216216217,0.0,0.0,0.0,0.0,0.0,0.0
user_sms_data,"Sent Rs.27.00 from Kotak Bank AC X2056 to paytm.s230952@pty on 18-04-26.UPI Ref 647408220667. Not you, https://kotak.com/KBANKT/Fraud",transactional,False,"sent rs.27.00 from kotak bank ac x2056 to paytm.s230952@pty on 18 04 26 upi ref phonenumber . not you, kotak com kbankt fraud",1,133.0,23.0,0.24060150375939848,0.0,0.11278195488721804,1.0,1.0,1.0,0.0,0.0,0.0
Dataset_5971,Dude im no longer a pisces. Im an aquarius now.,personal,False,dude im no longer a pisces. im an aquarius now.,0,47.0,10.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,personal,False,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,0,136.0,26.0,0.0661764705882353,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,personal,False,it's still not working. and this time i also tried adding zeros. that was the savings. the checking is &lt;#&gt;,0,113.0,20.0,0.0,0.0,0.07964601769911504,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,	U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,promotional,False,u are subscribed to the best mobile content service in the uk for £3 per 10 days until you send stop to 82324. helpline phonenumber,2,132.0,25.0,0.14393939393939395,0.0,0.015151515151515152,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,transactional,False,i'm sorry. i've joined the league of people that dont keep in touch. you mean a great deal to me. you have been a friend at all times even at great personal cost. do have a great week.|,1,185.0,38.0,0.0,0.0,0.043243243243243246,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,personal,False,you are right though. i can't give you the space you want and need. this is really starting to become an issue. i was going to suggest setting a definite move out--if i'm still there-- after greece. but maybe you are ready and should do it now.,0,244.0,47.0,0.0,0.0,0.045081967213114756,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,transactional,False,i think you should go the honesty road. call the bank tomorrow. its the tough decisions that make us great people.,1,114.0,21.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,transactional,False,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call phonenumber from land line. claim 3030. valid 12hrs only,1,136.0,22.0,0.15441176470588236,1.0,0.03676470588235294,0.0,1.0,1.0,1.0,0.0,0.0
Dataset_5971,"Sorry, I'll call later afternoon",personal,False,"sorry, i'll call later afternoon",0,32.0,5.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I'm really not up to it still tonight babe,personal,False,i'm really not up to it still tonight babe,0,42.0,9.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"As in missionary hook up, doggy hook up, standing...|",personal,False,"as in missionary hook up, doggy hook up, standing...|",0,53.0,9.0,0.0,0.0,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Have you bookedthe hut? And also your time off? How are you by the way?,personal,False,have you bookedthe hut? and also your time off? how are you by the way?,0,71.0,15.0,0.0,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,URGENT: UKGOV has issued a payment of 458 GBP to all residents as part of its promise to battle COVID 19.  TAP here https:/uk-covid-19.webredirect.org/to apply,transactional,False,urgent: ukgov has issued a payment of 458 gbp to all residents as part of its promise to battle covid 19. tap here https:/ uk covid 19 webredirect org to apply,1,159.0,31.0,0.0440251572327044,0.0,0.05660377358490566,1.0,0.0,0.0,1.0,0.0,0.0
Dataset_5971,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,promotional,False,marvel mobile play the official ultimate spider-man game (£4.50) on ur mobile right now. text spider to 83338 for the game & we ll send u a free 8ball wallpaper,2,160.0,30.0,0.05625,0.0,0.04375,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I'll meet you in the lobby,personal,False,i'll meet you in the lobby,0,26.0,6.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,	What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,personal,False,what do u want for xmas? how about 100 free text messages & a new video phone with half price line rental? call free now on phonenumber to find out more!,0,155.0,31.0,0.09032258064516129,1.0,0.025806451612903226,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,U should make a fb list,personal,False,u should make a fb list,0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",personal,False,"the fact that you're cleaning shows you know why i'm upset. your priority is constantly ""what i want to do,"" not ""what i need to do.""",0,133.0,26.0,0.0,0.0,0.06766917293233082,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Ok lar... Joking wif u oni...,personal,False,ok lar... joking wif u oni...,0,29.0,6.0,0.0,0.0,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,personal,False,the length is e same but e top shorter n i got a fringe now. i thk i'm not going liao. too lazy. dun wan 2 distract u also.,0,123.0,29.0,0.008130081300813009,0.0,0.04065040650406504,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,One small prestige problem now.,personal,False,one small prestige problem now.,0,31.0,5.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Oh k:)after that placement there ah?,personal,False,oh k:)after that placement there ah?,0,36.0,6.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,You'd like that wouldn't you? Jerk!,personal,False,you'd like that wouldn't you? jerk!,0,35.0,6.0,0.0,1.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Life style garments account no please.,personal,False,life style garments account no please.,0,38.0,6.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,promotional,False,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call phonenumber or reply for delivery tomorrow,2,149.0,28.0,0.11409395973154363,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,personal,False,don't look back at the building because you have no coat and i don't want you to get more sick. just hurry home and wear a coat to the gym!!!,0,141.0,30.0,0.0,3.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"I wake up long ago already... Dunno, what other thing?",personal,False,"i wake up long ago already... dunno, what other thing?",0,54.0,10.0,0.0,0.0,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,0.0
user_sms_data,"Sent Rs.20.00 from Kotak Bank AC X2056 to paytmqr6kchr8@ptys on 09-04-26.UPI Ref 602477222558. Not you, https://kotak.com/KBANKT/Fraud",transactional,False,"sent rs.20.00 from kotak bank ac x2056 to paytmqr6kchr8@ptys on 09 04 26 upi ref phonenumber . not you, kotak com kbankt fraud",1,134.0,23.0,0.208955223880597,0.0,0.1044776119402985,1.0,1.0,1.0,0.0,0.0,0.0
