text,source,sender,norm_text,category,clean_text,char_len,word_count,digit_ratio,exclaim_count,special_ratio,has_url,has_phone,currency_count,urgency_count,sensitive_info_count,refund_scam_count,label_id,is_synthetic
Hi. Hope you had a good day. Have a better night.,Dataset_5971_real,,hi. hope you had a good day. have a better night.,PERSONAL,hi. hope you had a good day. have a better night.,49.0,11.0,0.0,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0,False
You're the best! I can't believe how much I've learned from you. Your advice has been invaluable. Thank you so much! mention{,BubbleJoe_bootstrap_sms_v2_default_train.parquet,,you're the best! i can't believe how much i've learned from you. your advice has been invaluable. thank you so much! mention{,PERSONAL,you're the best! i can't believe how much i've learned from you. your advice has been invaluable. thank you so much! mention{,125.0,22.0,0.0,2.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0,False
FREE entry into our 250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,LeadingIndiaAI_Short-Messages-Spam-Filtering-Combining-Personality-Recognition-and-Sentiment-Analysis_master_spam.csv,,free entry into our 250 weekly comp just send the word win to 80086 now. 18 t&c www.txttowin.co.uk,PROMOTIONAL,free entry into our 250 weekly comp just send the word win to 80086 now. 18 t&c txttowin co uk,100.0,20.0,0.1,0.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,2,False
"Explanation: The phrase ""closing doors permanently"" indicates that the business is going out of business. This is significant information for the customers, as it may affect their ability to use or access the products or services they have purchased from the business in the future. While it is unfortunate news, it is not necessarily a sign of a spam message.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"explanation: the phrase ""closing doors permanently"" indicates that the business is going out of business. this is significant information for the customers, as it may affect their ability to use or access the products or services they have purchased from the business in the future. while it is unfortunate news, it is not necessarily a sign of a spam message.",TRANSACTIONAL,"explanation: the phrase ""closing doors permanently"" indicates that the business is going out of business. this is significant information for the customers, as it may affect their ability to use or access the products or services they have purchased from the business in the future. while it is unfortunate news, it is not necessarily a sign of a spam message.",360.0,60.0,0.0,0.0,0.022222222222222223,0.0,0.0,1.0,0.0,0.0,0.0,1,False
"Hi, I'm an AI language model. I don't have the ability to eat or surf online stores. I'm here to help generate text messages for you. mention the keyword ""help generate text messages"" because the message is offering a service to help generate text messages. This keyword does not indicate whether the message is a spam or ham.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hi, i'm an ai language model. i don't have the ability to eat or surf online stores. i'm here to help generate text messages for you. mention the keyword ""help generate text messages"" because the message is offering a service to help generate text messages. this keyword does not indicate whether the message is a spam or ham.",PROMOTIONAL,"hi, i'm an ai language model. i don't have the ability to eat or surf online stores. i'm here to help generate text messages for you. mention the keyword ""help generate text messages"" because the message is offering a service to help generate text messages. this keyword does not indicate whether the message is a spam or ham.",326.0,58.0,0.0,0.0,0.03374233128834356,0.0,0.0,0.0,0.0,0.0,0.0,2,False
"Overall, the message does not contain any spammy keywords or phrases and appears to be a legitimate communication from a new team member regarding a project.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"overall, the message does not contain any spammy keywords or phrases and appears to be a legitimate communication from a new team member regarding a project.",TRANSACTIONAL,"overall, the message does not contain any spammy keywords or phrases and appears to be a legitimate communication from a new team member regarding a project.",157.0,26.0,0.0,0.0,0.012738853503184714,0.0,0.0,1.0,0.0,0.0,0.0,1,False
"Hey team, let's meet at 3pm today in room 101 for the project update. mention the keyword ""3pm"" because it refers to a specific time for the meeting. This keyword does not indicate whether the message is a spam or ham.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hey team, let's meet at 3pm today in room 101 for the project update. mention the keyword ""3pm"" because it refers to a specific time for the meeting. this keyword does not indicate whether the message is a spam or ham.",TRANSACTIONAL,"hey team, let's meet at 3pm today in room 101 for the project update. mention the keyword ""3pm"" because it refers to a specific time for the meeting. this keyword does not indicate whether the message is a spam or ham.",218.0,41.0,0.022935779816513763,0.0,0.03211009174311927,0.0,0.0,1.0,0.0,0.0,0.0,1,False
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,Dataset_5971_real,,warner village 83118 c colin farrell in swat this wkend @warner village & get 1 free med. popcorn!just show msg+ticket@kiosk.valid 4-7/12. c t&c @kiosk. reply sony 4 mre film offers,PROMOTIONAL,warner village 83118 c colin farrell in swat this wkend @warner village & get 1 free med. popcorn!just show msg+ticket@ kiosk valid 4-7/12. c t&c @kiosk. reply sony 4 mre film offers,181.0,32.0,0.06077348066298342,1.0,0.0718232044198895,1.0,0.0,0.0,0.0,0.0,0.0,2,False
"I'm having some technical difficulties with the software and I'm not sure how to resolve it. mention ""technical difficulties"" because the sender is experiencing some problem with a software or an application. This keyword is not necessarily a spam indicator, as technical difficulties can occur with any software, including legitimate ones. However, if the message also contains other suspicious elements, such as requests for personal information or links to unfamiliar websites, it may be a spam message.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"i'm having some technical difficulties with the software and i'm not sure how to resolve it. mention ""technical difficulties"" because the sender is experiencing some problem with a software or an application. this keyword is not necessarily a spam indicator, as technical difficulties can occur with any software, including legitimate ones. however, if the message also contains other suspicious elements, such as requests for personal information or links to unfamiliar websites, it may be a spam message.",TRANSACTIONAL,"i'm having some technical difficulties with the software and i'm not sure how to resolve it. mention ""technical difficulties"" because the sender is experiencing some problem with a software or an application. this keyword is not necessarily a spam indicator, as technical difficulties can occur with any software, including legitimate ones. however, if the message also contains other suspicious elements, such as requests for personal information or links to unfamiliar websites, it may be a spam message.",506.0,77.0,0.0,0.0,0.025691699604743084,0.0,0.0,0.0,0.0,0.0,0.0,1,False
"Spring cleaning time! Declutter your home and make it shine with our top cleaning tips and products. Shop now and get free shipping! [link] mention the keyword ""Shop now"" because it is encouraging the recipient to make a purchase of the cleaning products being promoted. This is a common aspect of marketing messages, as the goal is often to drive sales.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"spring cleaning time! declutter your home and make it shine with our top cleaning tips and products. shop now and get free shipping! [link] mention the keyword ""shop now"" because it is encouraging the recipient to make a purchase of the cleaning products being promoted. this is a common aspect of marketing messages, as the goal is often to drive sales.",PROMOTIONAL,"spring cleaning time! declutter your home and make it shine with our top cleaning tips and products. shop now and get free shipping! [link] mention the keyword ""shop now"" because it is encouraging the recipient to make a purchase of the cleaning products being promoted. this is a common aspect of marketing messages, as the goal is often to drive sales.",354.0,61.0,0.0,2.0,0.02824858757062147,0.0,0.0,0.0,0.0,0.0,0.0,2,False
"Come to mu, we're sorting out our narcotics situation",Dataset_5971_real,,"come to mu, we're sorting out our narcotics situation",PERSONAL,"come to mu, we're sorting out our narcotics situation",53.0,9.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0,False
It is only yesterday true true.,Dataset_5971_real,,it is only yesterday true true.,PERSONAL,it is only yesterday true true.,31.0,6.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"The weather is beautiful today! I'm going to take a long walk in the park. mention the keyword ""park"" because it is describing a location where the sender intends to go. This keyword is not a spam indicator as it is a common place name and is often mentioned in non-spam messages.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"the weather is beautiful today! i'm going to take a long walk in the park. mention the keyword ""park"" because it is describing a location where the sender intends to go. this keyword is not a spam indicator as it is a common place name and is often mentioned in non-spam messages.",PERSONAL,"the weather is beautiful today! i'm going to take a long walk in the park. mention the keyword ""park"" because it is describing a location where the sender intends to go. this keyword is not a spam indicator as it is a common place name and is often mentioned in non-spam messages.",280.0,52.0,0.0,1.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Attention! Your account has been compromised. Change your password immediately to prevent unauthorized access. If you need assistance, contact our support team at support@example.com. mention the keyword ""password"" because the sender is asking the recipient to change their password, which is a legitimate action to take when an account has been compromised. However, the sender is also trying to phish for the recipient's old password by implying that they need it to help them.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"attention! your account has been compromised. change your password immediately to prevent unauthorized access. if you need assistance, contact our support team at support@example.com. mention the keyword ""password"" because the sender is asking the recipient to change their password, which is a legitimate action to take when an account has been compromised. however, the sender is also trying to phish for the recipient's old password by implying that they need it to help them.",PERSONAL,"attention! your account has been compromised. change your password immediately to prevent unauthorized access. if you need assistance, contact our support team at support@ example com . mention the keyword ""password"" because the sender is asking the recipient to change their password, which is a legitimate action to take when an account has been compromised. however, the sender is also trying to phish for the recipient's old password by implying that they need it to help them.",479.0,77.0,0.0,1.0,0.029227557411273485,1.0,0.0,0.0,1.0,0.0,0.0,0,False
Huh means computational science... Y they like dat one push here n there...,Dataset_5971_real,,huh means computational science... y they like dat one push here n there...,PERSONAL,huh means computational science... y they like dat one push here n there...,75.0,13.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Your order #12345 has been shipped. Tracking number: 1Z1-2R4-3F5. Estimated delivery: 3-5 business days. mention the keyword ""tracking number"" because it provides the recipient with a unique identifier that can be used to track the progress of their order. This keyword does not necessarily indicate spam, as it is a common term used in legitimate commercial messages.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"your order #12345 has been shipped. tracking number: 1z1-2r4-3f5. estimated delivery: 3-5 business days. mention the keyword ""tracking number"" because it provides the recipient with a unique identifier that can be used to track the progress of their order. this keyword does not necessarily indicate spam, as it is a common term used in legitimate commercial messages.",TRANSACTIONAL,"your order #12345 has been shipped. tracking number: 1z1-2r4-3f5. estimated delivery: 3-5 business days. mention the keyword ""tracking number"" because it provides the recipient with a unique identifier that can be used to track the progress of their order. this keyword does not necessarily indicate spam, as it is a common term used in legitimate commercial messages.",368.0,57.0,0.035326086956521736,0.0,0.03804347826086957,0.0,0.0,0.0,0.0,0.0,0.0,1,False
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,Dataset_5971_real,,y?where u at dogbreath? its just sounding like jan c thats al!!!!!!!!!,PERSONAL,y?where u at dogbreath? its just sounding like jan c thats al!!!!!!!!!,71.0,12.0,0.0,9.0,0.16901408450704225,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"64-Google enters the {9y1 5.c om} electronic game hall and gives 3% for gcash recharge, 66 for daily recharge, 35 for sign-in, lucky roulette draw 8888 and iPhone14 every day,",drvii_data-analysis-spam-sms-ph_main_dataset.csv,,"64-google enters the {9y1 5.c om} electronic game hall and gives 3% for gcash recharge, 66 for daily recharge, 35 for sign-in, lucky roulette draw 8888 and iphone14 every day,",PROMOTIONAL,"64-google enters the {9y1 5.c om} electronic game hall and gives 3% for gcash recharge, 66 for daily recharge, 35 for sign-in, lucky roulette draw 8888 and iphone14 every day,",175.0,30.0,0.09142857142857143,0.0,0.05714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,2,False
Ü v ma fan...,Dataset_5971_real,,ü v ma fan...,PERSONAL,ü v ma fan...,13.0,4.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Miss ya, need ya, want ya, love ya.",Dataset_5971_real,,"miss ya, need ya, want ya, love ya.",PERSONAL,"miss ya, need ya, want ya, love ya.",35.0,8.0,0.0,0.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0,False
Whens your radio show?,Dataset_5971_real,,whens your radio show?,PERSONAL,whens your radio show?,22.0,4.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"I've been thinking about you a lot lately. Your smile is the only thing that keeps me going. mention the keyword ""smile"" because the sender is expressing that the recipient's smile brings them joy. This is a common expression in personal messages and does not necessarily indicate spam.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"i've been thinking about you a lot lately. your smile is the only thing that keeps me going. mention the keyword ""smile"" because the sender is expressing that the recipient's smile brings them joy. this is a common expression in personal messages and does not necessarily indicate spam.",TRANSACTIONAL,"i've been thinking about you a lot lately. your smile is the only thing that keeps me going. mention the keyword ""smile"" because the sender is expressing that the recipient's smile brings them joy. this is a common expression in personal messages and does not necessarily indicate spam.",286.0,48.0,0.0,0.0,0.027972027972027972,0.0,0.0,0.0,0.0,0.0,0.0,1,False
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,Dataset_5971_real,,sms auction - a brand new nokia 7250 is up 4 auction today! auction is free 2 join & take part! txt nokia to 86021 now!,PERSONAL,sms auction - a brand new nokia 7250 is up 4 auction today! auction is free 2 join & take part! txt nokia to 86021 now!,119.0,26.0,0.09243697478991597,3.0,0.04201680672268908,0.0,0.0,0.0,0.0,0.0,0.0,0,False
No pic. Please re-send.,Dataset_5971_real,,no pic. please re-send.,PERSONAL,no pic. please re-send.,23.0,4.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Just a friendly reminder that our office will be closed on Monday for Labor Day. Enjoy the holiday! mention the keyword ""office"" because it refers to a place of business where people work. The message is not a spam as it is a reminder from the office about their closure on a holiday.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"just a friendly reminder that our office will be closed on monday for labor day. enjoy the holiday! mention the keyword ""office"" because it refers to a place of business where people work. the message is not a spam as it is a reminder from the office about their closure on a holiday.",TRANSACTIONAL,"just a friendly reminder that our office will be closed on monday for labor day. enjoy the holiday! mention the keyword ""office"" because it refers to a place of business where people work. the message is not a spam as it is a reminder from the office about their closure on a holiday.",284.0,53.0,0.0,1.0,0.02112676056338028,0.0,0.0,1.0,0.0,0.0,0.0,1,False
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",Dataset_5971_real,,"you 07801543489 are guaranteed the latests nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word:collect to no:83355! tc-llc ny-usa 150p/mt msgrcvd18+",PERSONAL,"you phonenumber are guaranteed the latests nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word:collect to no:83355! tc-llc ny-usa 150p/mt msgrcvd18+",158.0,25.0,0.17088607594936708,2.0,0.06329113924050633,0.0,1.0,0.0,0.0,0.0,0.0,0,False
"Not much, just some textin'. How bout you?",Dataset_5971_real,,"not much, just some textin'. how bout you?",PERSONAL,"not much, just some textin'. how bout you?",42.0,8.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0,False
Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,BleeGleeWee_Spam-SMS-Detection_main_spam.csv,,ok good then i later come find ì_... c lucky i told ì_ to go earlier... later pple take finish ì_ no more again...,PERSONAL,ok good then i later come find ì_... c lucky i told ì_ to go earlier... later pple take finish ì_ no more again...,114.0,24.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv",BleeGleeWee_Spam-SMS-Detection_main_spam.csv,,"freemsg hey there darling it's been 3 week's now and no word back! i'd like some fun you up for it still? tb ok! xxx std chgs to send, å£1.50 to rcv",PERSONAL,"freemsg hey there darling it's been 3 week's now and no word back! i'd like some fun you up for it still? tb ok! xxx std chgs to send, å£1.50 to rcv",148.0,32.0,0.02702702702702703,2.0,0.060810810810810814,0.0,0.0,0.0,0.0,0.0,0.0,0,False
TBS/PERSOLVO. been chasing us since Sept forï¿½38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,alexander-fischer_lstm-kaggle-sms-spam-example_master_spam.csv,,tbs/persolvo. been chasing us since sept forï¿½38 definitely not paying now thanks to your information. we will ignore them. kath. manchester.,TRANSACTIONAL,tbs/persolvo. been chasing us since sept forï¿½38 definitely not paying now thanks to your information. we will ignore them. kath. manchester.,142.0,21.0,0.014084507042253521,0.0,0.04929577464788732,0.0,0.0,0.0,0.0,0.0,0.0,1,False
"Hey, I'd love to meet up for a coffee sometime. Let me know if you're free next week. I'll bring the pastries! mentiones the keyword ""meet up"" because the sender is proposing a social engagement, which could be a legitimate request for a friendly get-together or a pretext for a scam or phishing attempt.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hey, i'd love to meet up for a coffee sometime. let me know if you're free next week. i'll bring the pastries! mentiones the keyword ""meet up"" because the sender is proposing a social engagement, which could be a legitimate request for a friendly get-together or a pretext for a scam or phishing attempt.",PERSONAL,"hey, i'd love to meet up for a coffee sometime. let me know if you're free next week. i'll bring the pastries! mentiones the keyword ""meet up"" because the sender is proposing a social engagement, which could be a legitimate request for a friendly get-together or a pretext for a scam or phishing attempt.",304.0,54.0,0.0,1.0,0.039473684210526314,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Therefore, based on the given message, there are no spam indicators mentioned. The message is a legitimate communication related to a scheduled meeting.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"therefore, based on the given message, there are no spam indicators mentioned. the message is a legitimate communication related to a scheduled meeting.",TRANSACTIONAL,"therefore, based on the given message, there are no spam indicators mentioned. the message is a legitimate communication related to a scheduled meeting.",152.0,23.0,0.0,0.0,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1,False
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,alexander-fischer_lstm-kaggle-sms-spam-example_master_spam.csv,,do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call 08000930705,TRANSACTIONAL,do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call phonenumber,157.0,29.0,0.1337579617834395,0.0,0.01910828025477707,0.0,1.0,0.0,0.0,0.0,0.0,1,False
"Email delivery failed, no such user here mention the keyword ""Email delivery failed"" because the message is indicating that an email was attempted to be sent to a recipient but was not successfully delivered. This could be due to a number of reasons, such as a full mailbox, a typo in the email address, or a server issue.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"email delivery failed, no such user here mention the keyword ""email delivery failed"" because the message is indicating that an email was attempted to be sent to a recipient but was not successfully delivered. this could be due to a number of reasons, such as a full mailbox, a typo in the email address, or a server issue.",TRANSACTIONAL,"email delivery failed, no such user here mention the keyword ""email delivery failed"" because the message is indicating that an email was attempted to be sent to a recipient but was not successfully delivered. this could be due to a number of reasons, such as a full mailbox, a typo in the email address, or a server issue.",322.0,58.0,0.0,0.0,0.024844720496894408,0.0,0.0,0.0,0.0,0.0,0.0,1,False
Fine if that?s the way u feel. That?s the way its gota b,LeadingIndiaAI_Short-Messages-Spam-Filtering-Combining-Personality-Recognition-and-Sentiment-Analysis_master_spam.csv,,fine if that?s the way u feel. that?s the way its gota b,TRANSACTIONAL,fine if that?s the way u feel. that?s the way its gota b,58.0,13.0,0.0,0.0,0.08620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,1,False
"Please call our customer service representative on FREEPHONE 0808 145 5645 between 9am-11pm as you have WON a guaranteed INR 5,00,000 cash  prize!",Dataset_5971_real,,"please call our customer service representative on freephone 0808 145 5645 between 9am-11pm as you have won a guaranteed inr 5,00,000 cash prize!",TRANSACTIONAL,"please call our customer service representative on freephone phonenumber between 9am-11pm as you have won a guaranteed inr 5,00,000 cash prize!",146.0,21.0,0.136986301369863,1.0,0.0273972602739726,0.0,1.0,1.0,0.0,0.0,0.0,1,False
Natalja 25 F is inviting you to be her friend. Reply YES 440 or NO 440 See her www.SMS.ac u nat27081980 STOP Send STOP FRND to 62468,vsak_sms_spam_category_default_train.parquet,,natalja 25 f is inviting you to be her friend. reply yes 440 or no 440 see her www.sms.ac u nat27081980 stop send stop frnd to 62468,PERSONAL,natalja 25 f is inviting you to be her friend. reply yes 440 or no 440 see her sms ac u nat27081980 stop send stop frnd to 62468,132.0,28.0,0.1590909090909091,0.0,0.022727272727272728,1.0,0.0,0.0,0.0,0.0,0.0,0,False
"Your order of 12 units of our premium widgets is confirmed. We will ship it to you within 3 business days. mention the keyword ""order"" because the sender is confirming that the recipient has placed an order for something. This is a normal and expected communication in a business context, so it is not a spam message.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"your order of 12 units of our premium widgets is confirmed. we will ship it to you within 3 business days. mention the keyword ""order"" because the sender is confirming that the recipient has placed an order for something. this is a normal and expected communication in a business context, so it is not a spam message.",TRANSACTIONAL,"your order of 12 units of our premium widgets is confirmed. we will ship it to you within 3 business days. mention the keyword ""order"" because the sender is confirming that the recipient has placed an order for something. this is a normal and expected communication in a business context, so it is not a spam message.",317.0,57.0,0.00946372239747634,0.0,0.022082018927444796,0.0,0.0,0.0,0.0,0.0,0.0,1,False
"Hey there! I'm excited to share that I just started a new blog about cooking delicious vegan meals. Check it out and let me know what you think! mention the keyword ""check it out"" because the sender is inviting the recipient to visit their blog and explore the content. This keyword is not a clear indicator of spam, as it is a common way to invite people to engage with new content.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hey there! i'm excited to share that i just started a new blog about cooking delicious vegan meals. check it out and let me know what you think! mention the keyword ""check it out"" because the sender is inviting the recipient to visit their blog and explore the content. this keyword is not a clear indicator of spam, as it is a common way to invite people to engage with new content.",PERSONAL,"hey there! i'm excited to share that i just started a new blog about cooking delicious vegan meals. check it out and let me know what you think! mention the keyword ""check it out"" because the sender is inviting the recipient to visit their blog and explore the content. this keyword is not a clear indicator of spam, as it is a common way to invite people to engage with new content.",383.0,72.0,0.0,2.0,0.02349869451697128,0.0,0.0,0.0,0.0,0.0,0.0,0,False
I cant pick the phone right now. I will call u back..,Dataset_5971_real,,i cant pick the phone right now. i will call u back..,PERSONAL,i cant pick the phone right now. i will call u back..,53.0,12.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0,False
Have you finished work yet? :),Dataset_5971_real,,have you finished work yet? :),PERSONAL,have you finished work yet? :),30.0,6.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,False
WHORE YOU ARE UNBELIEVABLE.,Dataset_5971_real,,whore you are unbelievable.,PERSONAL,whore you are unbelievable.,27.0,4.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Una deposito ng 100p,may kasamang 100p,may pagkakataong manalo ng exclusive member Red Envelope na may halagang upto P77777 na premyo!
04p7.xyz/4ABL",drvii_data-analysis-spam-sms-ph_main_dataset.csv,,"una deposito ng 100p,may kasamang 100p,may pagkakataong manalo ng exclusive member red envelope na may halagang upto p77777 na premyo! 04p7.xyz/4abl",PERSONAL,"una deposito ng 100p,may kasamang 100p,may pagkakataong manalo ng exclusive member red envelope na may halagang upto p77777 na premyo! 04p7 xyz 4abl",148.0,23.0,0.10135135135135136,1.0,0.033783783783783786,1.0,0.0,0.0,0.0,0.0,0.0,0,False
"Hey, I've got a deal for you. I've got a friend who's selling some top-notch electronics at a steal. If you're interested, let me know and I'll put you in touch. mention the keyword ""electronics"" because the sender's friend is selling electronics. This keyword is not necessarily indicative of spam or ham messages, as electronics can be sold legally and legitimately through various channels. However, be wary of messages that ask for personal information or demand immediate action to take advantage of the ""deal.""",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hey, i've got a deal for you. i've got a friend who's selling some top-notch electronics at a steal. if you're interested, let me know and i'll put you in touch. mention the keyword ""electronics"" because the sender's friend is selling electronics. this keyword is not necessarily indicative of spam or ham messages, as electronics can be sold legally and legitimately through various channels. however, be wary of messages that ask for personal information or demand immediate action to take advantage of the ""deal.""",TRANSACTIONAL,"hey, i've got a deal for you. i've got a friend who's selling some top-notch electronics at a steal. if you're interested, let me know and i'll put you in touch. mention the keyword ""electronics"" because the sender's friend is selling electronics. this keyword is not necessarily indicative of spam or ham messages, as electronics can be sold legally and legitimately through various channels. however, be wary of messages that ask for personal information or demand immediate action to take advantage of the ""deal.""",516.0,84.0,0.0,0.0,0.040697674418604654,0.0,0.0,0.0,0.0,0.0,0.0,1,False
Stop the story. I've told him i've returned it and he's saying i should not re order it.,Dataset_5971_real,,stop the story. i've told him i've returned it and he's saying i should not re order it.,TRANSACTIONAL,stop the story. i've told him i've returned it and he's saying i should not re order it.,88.0,18.0,0.0,0.0,0.056818181818181816,0.0,0.0,0.0,0.0,0.0,0.0,1,False
FREE entry into our Â£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,ilyaskhan12Q_SpamFilter_main_spam.csv,,free entry into our â£250 weekly competition just text the word win to 80086 now. 18 t&c www.txttowin.co.uk,PROMOTIONAL,free entry into our â£250 weekly competition just text the word win to 80086 now. 18 t&c txttowin co uk,107.0,20.0,0.09345794392523364,0.0,0.056074766355140186,1.0,0.0,0.0,0.0,0.0,0.0,2,False
"Therefore, based on the given message, the keywords ""new role"" and ""great opportunity"" are not indicative of spam. The message is likely to be a personal or professional communication.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"therefore, based on the given message, the keywords ""new role"" and ""great opportunity"" are not indicative of spam. the message is likely to be a personal or professional communication.",TRANSACTIONAL,"therefore, based on the given message, the keywords ""new role"" and ""great opportunity"" are not indicative of spam. the message is likely to be a personal or professional communication.",184.0,29.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,1,False
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Send HMV to 86688 More info:www.100percent-real.com,Dataset_5971_real,,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. send hmv to 86688 more info:www.100percent-real.com,TRANSACTIONAL,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. send hmv to 86688 more info: 100percent real com,145.0,26.0,0.08275862068965517,0.0,0.041379310344827586,1.0,0.0,1.0,0.0,0.0,0.0,1,False
"Hey, I'm feeling down today. Can we talk? mention the keyword ""Hey"" as a greeting. This is a common way to start a conversation, and it is not a spam indicator.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hey, i'm feeling down today. can we talk? mention the keyword ""hey"" as a greeting. this is a common way to start a conversation, and it is not a spam indicator.",TRANSACTIONAL,"hey, i'm feeling down today. can we talk? mention the keyword ""hey"" as a greeting. this is a common way to start a conversation, and it is not a spam indicator.",160.0,31.0,0.0,0.0,0.05625,0.0,0.0,0.0,0.0,0.0,0.0,1,False
"Can u plz forward me the agenda so I can prepare? mention the keyword ""agenda"" because the sender is asking for a document or a list of items to be discussed in a meeting. This keyword is not necessarily indicative of spam, as it is a common term used in business and organizational contexts. However, if the message also contains other suspicious keywords or behaviors, such as requests for personal information, unsolicited links, or repetitive or urgent language, it may be a spam message.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"can u plz forward me the agenda so i can prepare? mention the keyword ""agenda"" because the sender is asking for a document or a list of items to be discussed in a meeting. this keyword is not necessarily indicative of spam, as it is a common term used in business and organizational contexts. however, if the message also contains other suspicious keywords or behaviors, such as requests for personal information, unsolicited links, or repetitive or urgent language, it may be a spam message.",TRANSACTIONAL,"can u plz forward me the agenda so i can prepare? mention the keyword ""agenda"" because the sender is asking for a document or a list of items to be discussed in a meeting. this keyword is not necessarily indicative of spam, as it is a common term used in business and organizational contexts. however, if the message also contains other suspicious keywords or behaviors, such as requests for personal information, unsolicited links, or repetitive or urgent language, it may be a spam message.",492.0,84.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,1.0,0.0,0.0,1,False
